index,PWM,kmers,onehot
407,0.805072,1.324233,8.3694058
408,1.0241198,1.3319412,10.1381052
409,1.3795364,1.2889494,8.2807468
410,0.8015062,1.2835795,8.5253447
411,0.8198263,1.3359388,8.2940387
412,0.7421788,1.3835355,8.1908657
413,0.7476077,1.3573482,8.5909425
414,0.6933318,1.3138298,8.2785682
415,0.6577799,1.4451713,8.0938677
416,0.7349965,1.4973932,8.2474406
417,0.68214,1.3183434,8.1589252
418,0.7768554,1.3400905,8.654225
419,0.6961705,1.4354869,8.5193262
420,0.7119593,1.5166916,8.3987776
421,0.7850764,1.4087795,8.1906301
422,0.8132405,1.2478852,10.0867266
423,0.7372281,1.2851291,8.9265738
424,0.7031829,1.2624213,8.6774931
425,0.7229267,1.315555,8.2633697
426,0.6613245,1.2925017,8.6107148
427,0.7687917,1.3147129,8.6033948
428,0.7308289,1.3123386,8.5973246
429,0.8045393,1.2823146,8.4520266
430,0.7465264,1.4592301,8.6862073
431,0.7755635,1.4862465,8.812764
432,0.7715369,1.4327435,8.429677
433,0.7284466,1.2853426,9.0100275
434,0.8749563,1.2713596,8.828804
435,0.7282432,1.3952364,8.676014
436,0.7820233,1.3163763,10.2064324
437,0.7310439,1.423187,8.7934655
438,0.7313696,1.3926908,8.5648355
439,0.7171863,1.3581663,8.9296644
440,0.7614577,1.3298678,9.3168744
441,0.7430168,1.3184635,8.8267032
442,0.729944,1.3671078,8.7557255
443,0.8005705,1.3834716,8.7810729
444,0.8325435,1.3462096,8.4339308
445,0.7642115,1.372433,7.288407
446,0.7854718,1.4145727,7.2052654
447,0.8672097,1.4102857,7.5917327
448,0.7654455,1.4251735,8.6805698
449,0.8058833,1.3605926,8.9246671
450,0.8125211,1.4176932,8.8069403
451,0.7459499,1.4258986,9.0054374
452,0.7933735,1.4734108,8.2191141
453,0.7033379,1.4036437,8.3655324
454,0.7342703,1.4246205,7.9960418
455,0.6365194,1.6435926,7.7670238
456,0.723258,1.6184108,7.7952486
457,0.7440932,1.3349249,7.5939654
458,0.7016244,1.3867382,7.3232532
459,0.6887552,1.3005666,7.4483053
460,0.7711587,1.3441074,7.3587075
461,0.7668285,1.3754998,7.4081076
462,0.7732798,1.3050281,7.462946
463,0.7876675,1.2812888,7.4833664
464,0.7155532,1.3557728,7.4375344
465,0.7374239,1.3604005,7.6938722
466,0.7254238,1.3813588,7.5581759
467,0.7511814,1.3161729,7.535162
468,0.7588998,1.3371136,7.8858916
469,0.8328712,1.3468778,8.1381306
470,0.7749662,1.3706198,7.7613846
471,0.785767,1.3382674,7.7605774
472,0.7999835,1.3351411,7.9086126
473,0.8226661,1.3293715,7.8501315
474,0.7844225,1.3449709,7.5969402
475,0.7722706,1.3855174,7.9973944
476,0.7960925,1.4325769,7.7683357
477,0.7405726,1.3684251,8.2080966
478,0.723239,1.3254365,8.4187317
479,0.8460009,1.4014156,8.7468746
480,0.8425073,1.3949119,8.9311643
481,0.8211948,1.4718911,9.6796151
482,0.7449765,1.3529287,9.1488542
483,0.7566733,1.5043065,8.409868
484,0.8018928,1.4182593,8.629993
485,0.8494366,1.4424008,9.1605486
486,0.7486079,1.4449699,8.8308616
487,0.7793136,1.406186,9.2196238
488,0.7564402,1.371871,9.3085354
489,0.747513,1.3957361,9.2019844
490,0.7417671,1.4622681,9.0789028
491,0.74327,1.4592319,8.9101601
492,0.7775772,1.5569839,9.4766151
493,0.7813447,1.4177466,8.769528
494,0.7933994,1.3933702,8.5780492
495,0.7382386,1.3820944,8.4375031
496,0.788043,1.4118979,7.9889187
497,0.8004462,1.4446807,8.0046493
498,0.7699756,1.4337541,8.1960734
499,0.7954971,1.4536483,8.0696148
500,0.7634186,1.337655,8.4658122
501,0.807568,1.3403414,8.3804341
502,0.8213008,1.4438918,8.2093605
503,0.78726,1.4008761,8.414601
504,0.9053926,1.4435166,8.3394933
505,0.7906027,1.3945685,8.3504213
506,0.7345553,1.4468731,8.2854235
507,0.7622687,1.4125057,8.5755709
508,0.8226523,1.4026766,8.6723956
509,0.8007768,1.4361815,8.7274529
510,0.7719641,1.3876565,9.7065436
511,0.8795447,1.3918774,9.1120487
512,0.7488941,1.3535943,8.7710402
513,0.797141,1.4555476,8.2574551
514,0.8259093,1.464905,8.6450617
515,0.8070511,1.4080105,8.4891138
516,0.8717059,1.458503,8.2216902
517,0.8551766,1.451574,8.4014223
518,0.8109702,1.4498335,8.4075847
519,0.7551841,1.4501246,8.1205232
520,0.7903116,1.5069822,8.6044148
521,0.769585,1.5282084,8.1438347
522,0.8306817,1.527221,8.8834217
523,0.8301922,1.4980737,8.4997949
524,0.8098306,1.6119671,8.1217359
525,0.8206342,1.5660227,8.5178512
526,0.820822,1.5392362,8.3144155
527,0.8022378,1.6161036,8.3632851
528,0.8446191,1.4393172,8.5366757
529,0.8199571,1.4713276,8.6879153
530,0.8331177,1.5055868,8.6171424
531,0.8281858,1.5824877,8.3839509
532,0.8024078,1.4389047,8.3341958
533,0.8343657,1.4729796,8.7473598
534,0.8336501,1.5496525,8.3798089
535,0.8568494,1.5885076,8.3262046
536,0.8453275,1.5378362,8.7995159
537,0.8586377,1.5258127,8.5729312
538,0.8894937,1.5773611,9.5840478
539,0.964463,1.525399,8.6980246
540,0.9121475,1.5426006,8.7112722
541,0.8683177,1.6230029,8.5582988
542,0.8846839,1.6588252,8.6422702
543,0.8317523,1.5614389,11.322265
544,0.8190433,1.605793,9.7676398
545,0.8686621,1.5154037,8.9765379
546,0.8567255,1.5060166,9.2344488
547,0.8542442,1.4820164,9.8897506
548,0.8682543,1.5282137,9.1793713
549,0.9308546,1.5369055,9.9767217
550,0.9219001,1.4914674,9.0763758
551,0.8297005,1.5354839,9.0587056
552,0.8428496,1.5161036,9.243746
553,0.8656281,1.4994203,9.0562931
554,0.8480841,1.5906757,9.4397627
555,0.8497976,1.5543257,9.0091312
556,0.8741119,1.601792,9.4400284
557,0.8496677,1.551736,8.5591489
558,0.84121,1.6215405,8.6254292
559,0.8481823,1.6305457,8.831275
560,0.8979221,1.6133569,8.6443276
561,0.8780055,1.5849989,8.7260576
562,0.7894564,1.5956646,9.3249899
563,0.9331746,1.6000801,9.0476677
564,0.8876845,1.6522417,8.7682672
565,0.8729664,1.7086012,8.7279933
566,0.795418,1.6762838,8.9257126
567,0.8656429,1.6422268,9.0237001
568,0.868402,1.8451149,8.862812
569,0.9011482,1.5831582,8.8313163
570,0.8846681,1.5537238,9.0162565
571,0.8593385,1.791307,8.9345714
572,0.8651582,1.7404567,9.0053991
573,0.8879,1.6462185,9.0993434
574,0.8923194,1.6266245,9.1004949
575,0.8846557,1.8034501,9.1133931
576,0.9602275,1.6471077,9.8337449
577,0.9664247,1.9086195,9.1486428
578,0.9404741,1.9118925,9.1902527
579,0.8908167,1.8904795,9.9609264
580,0.9087811,1.7910122,9.2989354
581,0.9088672,1.8149179,9.3674864
582,0.9387926,1.698994,9.5686399
583,0.9834397,1.6558434,9.0712379
584,0.995122,1.7424584,9.1821663
585,0.9864733,1.8506345,9.2352934
586,0.9563623,1.8060489,9.4407395
587,0.9270881,1.7762622,9.4120013
588,1.0203736,1.7360034,9.6261678
589,0.9390162,1.5529876,9.9138949
590,0.878252,1.615026,9.4076611
591,0.8890581,1.5685618,9.3943078
592,0.9440743,1.5364459,9.5686969
593,0.9338044,1.4619717,9.5401752
594,0.9726105,1.5848256,170.9253183
595,0.9552354,1.5661796,12.6576465
596,0.9410645,1.5757481,13.146275
597,0.9455715,1.5615211,14.1475779
598,0.988261,1.5703935,13.0689992
599,0.9609654,1.5878109,13.4076799
600,0.9354254,1.5846589,12.3633985
601,0.9184549,1.5687713,12.4335949
602,0.9756267,1.5852839,12.9158349
603,0.9825572,1.5464376,12.1597438
604,0.9246697,1.5740566,12.0693037
605,0.9309967,1.5872379,12.1281138
606,0.9382058,1.563631,12.3845111
607,0.910016,1.6086058,12.1944182
608,0.9246718,1.633357,11.9383877
609,0.9417347,1.5963913,12.2858839
610,0.9519589,1.6588492,12.605367
611,0.9175659,1.5813303,12.5655572
612,0.9135519,1.7643628,12.9973498
613,1.0095978,1.7038157,12.1732762
614,1.010701,1.55535,11.7708785
615,0.9428217,1.5806325,11.9836462
616,0.9758417,1.6827296,12.4035336
617,0.9506688,1.5999298,12.6258615
618,0.9887489,1.5300626,12.3899828
619,1.0294396,1.4862411,12.2854957
620,0.9445418,1.6011353,12.2113199
621,0.9489735,1.6155718,13.1159478
622,0.8948206,1.6402825,12.7613159
623,0.9379173,1.6963245,12.9377584
624,0.9609569,1.7747888,15.3177387
625,0.9370685,1.6043975,14.5285087
626,0.9682347,1.6180477,13.1188135
627,0.9871333,1.5713324,13.1206491
628,0.8829951,1.6467843,12.7812713
629,0.9811724,1.5998116,13.5349308
630,0.9679657,1.6193705,12.4048427
631,0.9620781,1.6107797,12.4942929
632,0.9656119,1.6327555,12.4958087
633,0.9636669,1.8124508,12.6594508
634,0.9757879,1.9368832,14.1772389
635,1.0001276,1.7238753,12.7090812
636,0.9671373,1.7436983,12.7418269
637,0.9982993,1.991883,12.9603799
638,0.9686414,1.7394512,12.8796927
639,1.0076911,1.7222703,12.7209419
640,0.9589195,1.7411101,12.6979798
641,0.9871929,1.6189976,13.1249116
642,0.9744625,1.6565592,13.0017848
643,0.9793042,1.6042776,13.5343482
644,0.9641708,1.7998606,13.0912517
645,1.0152243,1.8771286,13.2850037
646,0.9888698,1.7329272,12.9273273
647,0.9637646,1.8528867,12.6766255
648,0.9688809,1.8125884,13.4000347
649,0.9635919,1.8622341,12.9432623
650,1.0016726,1.8489631,12.7564864
651,0.9643429,1.8449164,13.0950918
652,0.9828733,1.6945327,15.709965
653,0.97126,1.687003,13.7350504
654,1.0038938,1.6463699,13.0709474
655,0.9865646,1.7026147,14.2300229
656,0.9838372,1.6809548,13.3731151
657,0.9241018,1.7260753,13.5522232
658,0.9083405,1.637933,13.8222962
659,0.9828612,1.6450906,12.9743482
660,0.9908581,1.6991161,13.1932211
661,0.8948187,1.7127852,12.9946428
662,1.0232315,1.6710045,13.2049757
663,0.9730464,1.6462432,12.9020498
664,0.9226511,1.7105851,13.0961149
665,0.9631478,1.6621291,13.2845128
666,0.9822138,1.6994335,14.6594383
667,1.0098001,1.7092305,14.7393682
668,0.979871,1.7116972,13.5273141
669,1.0001241,1.7470834,13.3282711
670,1.0279844,1.6996155,13.0781968
671,1.0050111,1.7634971,12.9399591
672,1.0453012,1.7863329,13.2114254
673,1.0177788,1.6439488,13.5587725
674,1.0335206,1.6882773,13.7130016
675,0.9934111,1.7168612,13.7299378
676,1.1633633,1.7163644,14.3697333
677,1.1296635,1.6012733,13.259474
678,0.9551284,1.712429,13.5064891
679,0.9851104,1.6883368,13.1509277
680,1.0307769,1.7125438,12.8370467
681,1.0396471,1.7189652,13.6498955
682,1.0491112,1.7001416,13.695382
683,1.0026388,1.744434,13.4640689
684,1.0040877,1.7339164,13.3653405
685,0.9712156,1.7211623,13.395202
686,1.066272,1.7603721,13.5477232
687,1.043646,1.7608589,13.4535089
688,1.0485836,1.753143,14.7445181
689,1.017759,1.7399276,13.8267347
690,1.0097805,1.7461883,13.5712436
691,1.0433778,1.761694,13.6226496
692,1.0641133,1.806262,13.8844505
693,1.0534028,1.7782331,13.8867417
694,1.0496422,1.7778829,13.622013
695,1.0075687,1.7747305,14.8075226
696,1.0546122,1.7572773,15.6381025
697,1.0857657,1.7692605,14.8725432
698,1.0754015,1.7600898,13.7837043
699,1.0420187,1.7425882,14.4167481
700,1.0565286,1.7509641,14.1689936
701,1.0672314,1.7852933,14.4055124
702,1.0571145,1.7476263,15.891472
703,1.0926643,1.7258121,14.3095037
704,1.05976,1.7403621,14.249386
705,1.11144,1.7861135,14.5374042
706,1.0342952,1.7839995,14.7764844
707,1.0552381,1.7360759,15.1579702
708,1.1168198,1.8080314,14.1212956
709,1.0716104,1.7901224,14.0889026
710,1.1027147,2.4104815,15.177321
711,1.1249349,2.2123747,14.0140604
712,1.1209224,1.7538993,13.9820286
713,1.105119,1.8036523,14.1046008
714,1.106983,1.7251918,14.0110209
715,1.1369265,1.7500564,14.2082636
716,1.0244615,1.7797668,14.0805496
717,1.0760109,1.7652615,14.5141931
718,1.0771189,1.7969125,15.7522064
719,1.0783604,1.7020614,16.2951087
720,1.0695945,1.7568932,14.5973055
721,1.0811363,1.7603295,15.8931894
722,1.0821391,1.798908,14.6284784
723,1.0820032,1.8100123,14.5238659
724,1.1324956,1.7593908,14.4570233
725,1.0827857,1.7662478,15.0636357
726,1.0894993,1.7961313,14.4568311
727,1.1222922,1.8065032,14.6020008
728,1.0936445,1.7996559,14.5065519
729,1.1394843,1.8203111,16.0265482
730,1.1216943,1.8504321,14.643292
731,1.1163829,1.7866431,14.7173726
732,1.1090666,1.8588551,14.9822487
733,1.1385299,1.8307723,14.8168038
734,1.0914895,1.8380847,14.9847141
735,1.0543792,1.8436701,14.6777611
736,1.134472,1.8763589,15.0064264
737,1.1137859,1.7856725,16.0643298
738,1.1455582,1.8663139,15.2237456
739,1.1210344,1.8007261,15.2643339
740,1.1057746,1.7063679,15.2033039
741,1.1282667,1.7605378,14.8542755
742,1.1503144,1.8444209,15.0613498
743,1.1240216,1.8438965,15.4439106
744,1.1387928,1.8822427,15.0353598
745,1.0875717,1.8846285,15.7828951
746,1.1278721,1.8842001,15.0038503
747,1.1967966,1.8541986,14.784028
748,1.1294873,1.8577829,14.4501846
749,1.127031,1.8508414,14.8806174
750,1.0559617,1.8952198,14.663227
751,1.1097091,1.8340109,15.137504
752,1.1970123,1.8902566,14.918375
753,1.1236924,1.7831883,16.1237239
754,1.1128078,1.8790961,15.3360027
755,1.1379761,1.892559,16.320916
756,1.1184077,1.8694048,17.2661974
757,1.1436869,1.8322048,15.8722923
758,1.1523576,1.8762567,15.3699792
759,1.1225383,1.8911913,15.6536078
760,1.1387647,1.876074,16.8419936
761,1.1310118,1.9344335,15.6977627
762,1.1634372,1.8793482,16.0385883
763,1.1626044,1.8626339,16.022351
764,1.1585774,1.9478992,15.8977424
765,1.123441,1.8294854,16.0759568
766,1.1559438,1.8997707,16.432072
767,1.1415925,1.9102102,16.4607501
768,1.159197,1.8709989,17.2783485
769,1.0680462,1.8954774,15.5582696
770,1.1411477,1.8862604,16.1243238
771,1.1483406,1.8596321,15.5168358
772,1.1901905,1.8819238,15.6445324
773,1.1274123,1.8728422,15.6997964
774,1.1649906,1.9530154,15.5626156
775,1.1898785,1.8851608,16.9417855
776,1.0926256,1.9455348,15.2821565
777,1.0871458,1.9179111,14.8179635
778,1.1518429,1.9252181,15.1838488
779,1.142893,1.8992824,15.3455208
780,1.167837,1.917281,15.2609618
781,1.1576449,1.9382122,15.4722285
782,1.1133483,1.9293252,15.4543353
783,1.1017181,1.8112552,17.0099843
784,1.1968777,1.8681166,15.0897789
785,1.2524667,1.8171544,15.211884
786,1.0922307,1.9190747,15.297633
787,1.1881017,1.8785079,15.6586645
788,1.2019434,1.8921948,15.5388279
789,1.1996456,1.9275352,15.3501804
790,1.1756098,1.9494527,15.3887361
791,1.2168916,1.9736819,17.29374
792,1.2138102,1.905586,15.5150416
793,1.2137955,2.4748511,15.4948805
794,1.275592,1.9561892,15.5255225
795,1.1888424,1.9294733,15.3318623
796,1.1862476,1.9985512,15.7804458
797,1.1874734,2.3147853,15.6697458
798,1.1153408,2.3377584,16.4387918
799,1.2128956,1.965112,15.8448873
800,1.2264507,1.8149329,15.5400466
801,1.1955721,1.8219785,15.4618235
802,1.1863471,1.9178995,15.7750504
803,1.1574783,1.9912534,15.3249037
804,1.24561,1.9839751,15.3634667
805,1.2042688,1.9381576,15.5850149
