index,PWM,kmers,onehot
806,1.1858969,1.8955618,17.4793748
807,1.2289502,1.9813862,15.588375
808,1.2168099,1.9248048,15.7586459
809,1.2376629,1.942589,15.72949
810,1.1795917,1.8996124,16.0665117
811,1.2150348,1.914891,15.9530181
812,1.2053073,1.966032,16.1927293
813,1.2786765,1.983216,17.5184367
814,1.1981411,1.9837889,17.6544867
815,1.2011046,1.9250205,18.1777068
816,1.2241855,1.8880874,17.4901587
817,1.2039063,1.9665893,16.1591706
818,1.2848208,1.9381246,17.6115943
819,1.2327597,1.9479023,17.1623268
820,1.2355586,2.0359508,16.7992858
821,1.2380893,1.9376843,16.7209648
822,1.2616136,1.9314739,16.8023037
823,1.2919458,1.9873363,16.8053275
824,1.2424964,1.9281348,16.9521162
825,1.2337262,1.9278239,17.6859008
826,1.2452886,1.959525,16.6321085
827,1.2483922,1.9500579,16.686102
828,1.2519584,2.0148948,17.6710103
829,1.2736031,1.9770596,17.2576655
830,1.2517794,1.9997536,17.012526
831,1.2173202,2.1877563,17.6891365
832,1.2295447,2.4791322,19.9644379
833,1.2395921,2.4690473,18.4516133
834,1.2567113,2.4601754,17.4517253
835,1.2515565,3.4904631,17.4078364
836,1.2589227,4.0519755,18.3473926
837,1.2652322,3.6994452,17.1729279
838,1.2924784,3.9241712,17.8335945
839,1.2761728,3.8133189,18.0428628
840,1.2671372,3.6777992,18.1058952
841,1.215695,3.1977033,18.92753
842,1.2850001,3.1252821,17.9543563
843,1.2011185,3.1585875,18.4162398
844,1.2714678,3.0187628,17.8021155
845,1.1807237,3.0135968,18.3369104
846,1.2673933,2.9786208,18.0860841
847,1.247767,3.0772424,18.5142235
848,1.2853345,3.1037652,18.0689288
849,1.2923299,3.0649887,17.8497213
850,1.1925836,2.948461,18.5680327
851,1.2493583,2.7662223,17.8135873
852,1.2651277,2.49765,20.0259877
853,1.2782037,2.574819,17.1462088
854,1.2683618,2.4602486,17.9648896
855,1.2872553,1.9680859,19.3749505
856,1.2730041,1.9296151,18.3765926
857,1.2707095,2.0684956,19.3474776
858,1.298264,1.9573565,19.3814835
859,1.2840169,2.0913524,17.1111498
860,1.2600242,2.0594329,18.1383132
861,1.2685507,2.4675006,17.8683006
862,1.2895323,2.4072556,17.5835693
863,1.3431941,2.0212367,18.1915065
864,1.2442552,2.0015944,18.1367242
865,1.2630914,2.0897004,19.2509231
866,1.3607734,2.0373519,20.182836
867,1.4385049,2.066511,17.7882788
868,1.3273981,2.06557,19.4119436
869,1.3343285,2.0610441,19.7207034
870,1.3118953,2.043947,17.7541827
871,1.2999939,2.0163752,19.8211938
872,1.3535079,2.0646407,18.7223585
873,1.3098388,1.9869442,18.7855062
874,1.1886048,2.112381,17.5875424
875,1.2299358,2.0753276,17.5202196
876,1.2958935,2.0816588,18.6281526
877,1.2973713,2.0454105,17.6776851
878,1.2019389,2.0340199,17.8278798
879,1.3052954,2.1056486,17.5346387
880,1.314837,2.1170126,19.9473634
881,1.3960864,2.0587317,17.6933545
882,1.444259,2.0170211,19.0546736
883,1.2331743,2.0856764,19.1375945
884,1.2628957,2.1313571,18.4499337
885,1.2429423,2.0813591,17.9362235
886,1.3373051,2.0624969,18.5865245
887,1.309945,2.0843855,18.4384697
888,1.3304691,2.1402886,19.5174629
889,1.3257989,2.1010413,18.4661322
890,1.3727138,2.0856827,18.4278192
891,1.2614546,2.1445498,19.2143293
892,1.3409855,2.1424818,18.4743584
893,1.3544221,2.0553473,19.9121208
894,1.3892112,2.1821701,18.3019685
895,1.3449258,2.121467,19.5403074
896,1.3166723,2.0703605,19.4970525
897,1.360039,2.058115,21.1296224
898,1.3583769,2.1635166,23.9245325
899,1.3198957,2.1110472,19.6178151
900,1.354158,2.0594456,19.9137863
901,1.2597802,2.1170352,19.4775987
902,1.2682375,2.1822821,19.1225013
903,1.3310426,2.1531196,21.1650983
904,1.3265386,2.0771093,19.7254271
905,1.3786534,2.1611505,18.62219
906,1.3441139,2.1398874,19.1503697
907,1.3545493,2.1644683,19.7220557
908,1.3704994,2.1389199,19.198038
909,1.3128361,2.1795203,21.3661656
910,1.3498133,2.042161,19.2356766
911,1.4140073,2.2098962,18.9171729
912,1.3544184,2.1390468,19.2272105
913,1.3558802,2.1224026,19.2079935
914,1.3674631,2.1298199,18.8296742
915,1.4499003,2.1801021,20.5391961
916,1.3540239,2.1792443,19.0517192
917,1.3467254,2.1599866,19.1440734
918,1.3750754,2.1526539,19.5420411
919,1.3830973,2.1442759,19.2485405
920,1.2827778,2.1571068,19.907665
921,1.3639475,2.199148,19.4622637
922,1.3649183,2.198682,19.2241756
923,1.3558205,2.0853035,20.9554861
924,1.3619145,2.1969145,20.031346
925,1.3745041,2.0898454,20.020019
926,1.3376423,2.1335127,19.8714324
927,1.411642,2.1985699,18.7823537
928,1.4064899,2.2506955,20.0070445
929,1.3797179,2.1846683,20.8448945
930,1.3653963,2.2103468,19.2048895
931,1.3994665,2.1760464,18.9686932
932,1.4267898,2.156972,19.2946518
933,1.3726338,2.1658991,21.576085
934,1.4164657,2.1675606,19.9755855
935,1.4393146,2.9987155,21.6024751
936,1.4230921,2.4693095,19.4535108
937,1.380036,2.1898142,20.1634238
938,1.4285921,2.1720918,19.7913809
939,1.2731529,2.1869792,22.0315797
940,1.2799118,2.2365904,21.2898099
941,1.4190832,2.2272605,20.6196555
942,1.4578075,2.1377816,19.6699167
943,1.4024748,2.2911722,19.6338998
944,1.4020068,2.2626608,18.964594
945,1.4564314,2.2586839,22.0315022
946,1.332176,2.2277096,19.7952809
947,1.3961392,2.0930873,20.0607538
948,1.4491077,2.2600686,20.0751609
949,1.426672,2.242086,19.5354585
950,1.391784,2.2618937,20.7860045
951,1.3170353,2.260832,19.6066346
952,1.4123867,2.230966,19.9111719
953,1.4155824,2.2474707,21.2734217
954,1.3969306,2.2290583,19.9938332
955,1.4640003,2.2097692,20.0263695
956,1.3744639,2.1978551,19.7685426
957,1.4759398,2.263411,20.231866
958,1.4211797,2.2499211,21.0873248
959,1.4141365,2.2287481,22.3635903
960,1.4153553,2.2268831,20.0170347
961,1.4544068,2.2045452,21.5803391
962,1.4445417,2.2621404,20.2075476
963,1.4751435,2.215148,19.2434998
964,1.4041897,2.2264325,19.7680131
965,1.4141677,2.2181184,22.3080366
966,1.4419016,2.2579912,21.851861
967,1.461992,2.1964758,19.9421544
968,1.4621181,2.2455276,19.9876995
969,1.4665038,2.2811091,19.9873265
970,1.4901692,2.3339569,20.1505721
971,1.4765048,2.2531881,22.0048531
972,1.4250041,2.2998538,19.881165
973,1.3243148,2.2156703,21.174075
974,1.4396202,2.2838196,20.2402362
975,1.4952002,2.3140253,21.3821701
976,1.4671772,2.2529727,22.9021818
977,1.4541579,2.3301464,22.12619
978,1.4451219,2.3381095,20.3613776
979,1.4936065,2.2849017,20.6386225
980,1.4687551,2.316344,19.8061936
981,1.3816642,2.3121149,20.4735758
982,1.4689077,2.3045083,24.2092723
983,1.481762,2.3946062,21.4202142
984,1.3625993,2.1721317,21.4191819
985,1.3683246,2.3747702,20.9449357
986,1.5176597,2.3822916,21.8973292
987,1.4634321,2.2556077,22.1619122
988,1.4548528,2.3213679,26.1202058
989,1.4832605,2.2877176,21.9615709
990,1.4388422,2.4053065,23.069988
991,1.4004404,2.3118531,20.849614
992,1.3848662,2.3354927,21.032917
993,1.4745171,2.417121,22.3183781
994,1.5103737,2.2824664,21.5383271
995,1.4812057,2.1135973,21.2678267
996,1.5528369,2.2758862,22.3397105
997,1.5628181,2.3100643,21.7662973
998,1.4840537,2.3405979,21.1406249
999,1.4520318,2.25841,22.8411055
1000,1.4686783,2.2949797,22.2172948
1001,1.4710652,2.312732,21.6621436
1002,1.5041318,2.7360863,23.5450333
1003,1.5031132,2.8057932,21.8597937
1004,1.4665977,2.3163844,21.7715915
1005,1.4719266,2.3444404,22.0677315
1006,1.4755698,2.3968933,22.6565602
1007,1.4806327,2.2825807,24.2638476
1008,1.4808024,2.4248243,24.3141883
1009,1.4769463,2.3490977,23.7796575
1010,1.5006865,2.3519833,21.7531635
1011,1.4849447,2.3797742,22.6209637
1012,1.4675399,2.3326753,22.7300499
1013,1.5105684,2.2262422,21.2701006
1014,1.5133325,2.3385232,21.0289971
1015,1.4886667,2.30375,23.5484432
1016,1.5248796,2.3541836,21.5816058
1017,1.5021923,2.3236612,22.4388821
1018,1.556691,2.3372812,22.8879084
1019,1.4940188,2.3906652,20.906302
1020,1.4984126,2.3210732,24.0150614
1021,1.5102668,2.3525208,21.172056
1022,1.5081576,2.2954875,23.0093271
1023,1.5267395,2.4007438,22.4458465
1024,1.5494478,2.2451579,21.8577242
1025,1.5079841,2.4208351,23.082446
1026,1.5601829,2.415339,21.4412561
1027,1.5366019,2.496978,21.4132176
1028,1.5454656,2.523968,22.2300144
1029,1.4604619,2.4868051,22.3310031
1030,1.5041731,2.4706647,22.3485855
1031,1.4760021,2.455133,23.0762783
1032,1.521449,2.3087913,22.3862413
1033,1.5102464,2.3559149,22.8784131
1034,1.5251739,2.4100415,22.4810307
1035,1.5772752,2.2634779,23.6135597
1036,1.5462643,2.3690077,23.4021507
1037,1.6076143,2.4775982,21.7077042
1038,1.5144846,2.4676491,21.9364683
1039,1.582552,2.4782086,22.178409
1040,1.5891923,2.4663283,22.4516127
1041,1.586545,2.4498038,24.2552797
1042,1.5220315,2.4110761,21.480528
1043,1.598069,2.3379245,21.8783115
1044,1.5552794,2.4191982,22.7895458
1045,1.5827089,2.4390615,21.6780481
1046,1.5483219,2.3672904,23.8680809
1047,1.4631034,2.2765114,22.5153583
1048,1.5561274,2.4040483,22.8710743
1049,1.5690356,2.4513662,22.747595
1050,1.5087071,2.3698588,22.6278202
1051,1.4088008,2.4635915,22.3669773
1052,1.4361242,2.4402239,24.9017061
1053,1.4235873,2.3985153,22.8866235
1054,1.4231551,2.4824972,23.1092079
1055,1.5712296,2.3869733,22.8827125
1056,1.5912218,2.5644016,22.9451995
1057,1.6180347,2.4516262,24.0487651
1058,1.626076,2.5069738,23.0618032
1059,1.5644911,2.3822023,22.4288933
1060,1.570127,2.4079011,22.5466013
1061,1.4591535,2.5216779,22.6045718
1062,1.4501763,2.4817644,24.0457326
1063,1.5639201,2.3933163,22.9480368
1064,1.5599138,2.507366,23.2733624
1065,1.5616748,3.208588,22.7184256
1066,1.5792623,3.0662287,23.3867207
1067,1.5791587,2.4541853,25.7266532
1068,1.6428553,2.3627775,26.2450085
1069,1.5995692,2.4860371,26.5276314
1070,1.6210897,2.3722031,23.6285375
1071,1.5433365,2.5739726,23.0340952
1072,1.5257223,2.6543811,24.6543191
1073,1.6062346,2.5901506,23.9377608
1074,1.5760453,2.7124159,23.4126239
1075,1.8886809,2.7415982,23.0167801
1076,1.6148942,2.6734542,23.3392794
1077,1.6515157,2.7170733,26.1531461
1078,1.5559612,2.5987818,24.4140721
1079,1.5853451,2.7023431,24.1892471
1080,1.6183881,2.7120159,26.0587188
1081,1.5713902,2.565075,22.6949862
1082,1.6137307,2.5819895,25.2232243
1083,1.6413591,2.3953737,24.1983683
1084,1.54226,2.6310685,24.4951821
1085,1.6890954,2.7832025,24.4946375
1086,1.6003598,2.8751622,22.8060373
1087,1.6544129,2.6691588,25.1426695
1088,1.6952975,2.7822573,23.3175496
1089,1.6388462,2.4891579,24.1653361
1090,1.7405321,2.6107887,25.6404131
1091,1.622962,2.8890529,25.4577479
1092,1.6049274,2.7197039,24.4642019
1093,1.5951545,2.7867764,23.9924013
1094,1.6162463,2.7205008,24.4665127
1095,1.6209376,2.4789719,24.9736131
1096,1.6564781,2.711481,23.8278987
1097,1.6526388,2.6767252,23.7076636
1098,1.6515202,2.6771598,23.2509116
1099,1.6589666,2.643521,23.9293644
1100,1.6285454,2.5907595,25.5064574
1101,1.6612496,2.6988575,25.2975129
1102,1.6455788,3.1139733,23.8052413
1103,1.664946,3.293537,25.1100034
1104,1.6162027,2.6365931,24.5161164
1105,1.6582974,2.6550317,24.2790943
1106,1.5869772,2.6511066,25.9585648
1107,1.6800035,2.6184494,24.8200412
1108,1.6421386,2.8574401,24.2647547
1109,1.5985518,2.7459515,23.6319501
1110,1.6878498,2.8069087,24.0840708
1111,1.7037657,2.8059677,25.7365623
1112,1.6145027,2.6950737,25.8861575
1113,1.5269838,2.6765018,24.506262
1114,1.6503684,2.6706532,24.7878381
1115,1.6257376,3.0633608,24.2348904
1116,1.6360864,2.9280665,25.3126412
1117,1.5460937,2.7575351,24.0871186
1118,1.6304223,2.6599908,23.9574621
1119,1.6616355,2.6161022,24.3879905
1120,1.6318957,2.6266706,23.6230041
1121,1.6436217,2.5686503,25.0111397
1122,1.6518682,2.6121045,23.3609666
1123,1.6219953,2.5958144,24.6946389
1124,1.6464165,2.5724781,24.5974945
1125,1.6042439,2.570533,24.4944446
1126,1.6198531,2.5243079,25.6726531
1127,1.6151516,2.3962776,24.0243571
1128,1.6983286,2.5619925,24.3682527
1129,1.6844287,2.5648539,24.340033
1130,1.6548919,2.5973709,24.7642246
1131,1.6711613,2.5338015,27.419658
1132,1.6667735,2.5625405,24.3458368
1133,1.6920243,2.5737213,25.1988272
1134,1.6308574,2.7237521,25.2256661
1135,1.6138681,2.6458344,26.1282731
1136,1.6949476,2.655684,24.7892719
1137,1.6781739,2.6759892,24.9519502
1138,1.6374511,2.6108934,24.1814399
1139,1.6657524,2.5997886,26.737628
1140,1.7082995,2.6341349,24.8899128
1141,1.7384915,2.6919053,25.2257365
1142,1.7308282,2.6802671,24.7594799
1143,1.677608,2.5808795,25.8160931
1144,1.7101465,2.6358657,25.7347937
1145,1.6478625,2.5649103,25.9541994
1146,1.6938222,2.6901406,27.2972217
1147,1.7615688,2.6570529,25.4302729
1148,2.1314728,2.603656,27.0002494
1149,1.6737025,2.6254542,25.9539381
1150,1.6417447,2.7283728,26.2209122
1151,1.7051937,2.6613277,26.7680983
1152,1.6525946,2.686387,28.8196566
1153,1.6568397,2.6569182,27.7842088
1154,1.6566014,2.6299118,27.1203238
1155,1.6973899,2.6770277,25.7423682
1156,1.7179179,2.7567786,26.2339154
1157,1.7491548,3.1430826,26.4900462
1158,1.7305918,3.2600119,27.795655
1159,1.7326802,2.7446584,27.7229998
1160,1.7049422,2.7635974,26.8311791
1161,1.7067943,2.7147061,30.102286
1162,1.6968194,2.7811149,25.1749484
1163,1.7351443,2.7395931,30.3288065
1164,1.7703036,2.7278049,39.4052256
1165,1.651601,2.8217188,38.9633764
1166,1.7330395,2.7624968,37.8293793
1167,1.7501093,2.7580354,38.9966794
1168,1.7854656,2.7002831,40.3522413
1169,1.73539,2.8037133,40.7377689
1170,1.741903,2.7682139,27.7208857
1171,1.7470348,2.7788675,25.6660492
1172,1.7043275,2.7704113,27.1414307
1173,1.7345455,2.8038959,25.7857666
1174,1.7112901,2.9123104,25.0837909
1175,1.7662163,2.7747135,25.5963642
1176,1.7855187,2.7711786,28.7506493
1177,1.7403864,2.9050502,26.0537314
1178,1.8065602,2.7926052,25.5808205
1179,1.7227144,2.739763,25.4654799
1180,1.6329216,2.7175051,25.418821
1181,1.7551832,2.6378091,27.429284
1182,1.8024111,2.7702957,26.1352028
1183,1.7626404,2.5753886,26.3691511
1184,1.7981989,2.8369042,26.0808053
1185,1.7388007,2.8537882,26.2175124
1186,1.7377842,2.9256634,26.3471741
1187,1.7557781,2.7974954,28.5287367
1188,1.8161222,2.7772076,25.9611075
1189,1.7447431,2.7675804,25.9434685
1190,1.7122142,2.8153592,29.2135858
1191,1.6905367,2.7813224,26.4634434
1192,1.7492575,2.7634876,26.6307865
1193,1.7397633,2.8616094,26.3055824
1194,1.6527518,2.8415521,26.6189166
1195,1.7701817,2.7753772,26.7294339
1196,1.7756122,2.7865032,26.72252
1197,1.6801046,2.8428515,27.8704352
1198,1.7677598,2.7604344,26.5961265
1199,1.797187,2.8082156,28.0030407
1200,1.7858737,2.8167585,26.8141383
1201,1.7363922,2.7458566,27.1537944
1202,1.699489,2.8145684,27.8073806
1203,1.7885578,2.8627732,27.8543739
1204,1.7277112,2.8806631,27.3093511
1205,1.716899,2.8675624,27.276144
1206,1.8025273,2.827596,26.3474177
1207,1.7898158,2.844795,26.5583043
1208,1.7708041,2.8887369,29.442318
1209,1.8047274,3.4471136,26.7283688
1210,1.6694499,3.4053197,26.8404826
1211,1.7808453,2.7893634,27.5024408
1212,1.761266,2.81988,26.7892012
1213,1.8137852,2.752206,27.1854918
1214,1.8346856,2.9145282,33.191468
1215,1.822952,2.8929427,36.6030062
1216,2.1173722,2.9135358,26.9240113
1217,1.8735763,2.775231,27.9409031
1218,1.7953586,2.8954605,27.9455858
1219,1.7773916,2.8745594,26.8589224
1220,1.8553439,2.9034212,28.2858373
1221,1.8332897,2.914621,27.0421077
1222,1.7829559,2.8430871,27.0869083
1223,1.7661389,2.9475259,35.0126121
1224,1.7906815,2.8252391,40.9703001
1225,1.7189414,2.8515165,41.8079043
1226,1.797035,2.8812538,41.7605583
1227,1.9055072,2.8999892,40.3887927
1228,1.8015985,2.8940771,40.9820012
1229,1.7224711,2.903225,41.742233
1230,1.8130602,2.8644864,42.3844313
1231,1.9120133,2.8201973,42.558528
1232,1.8168279,2.9735437,43.7492219
1233,1.8304536,2.9109956,43.2496489
1234,1.8567512,3.3673858,42.8473624
1235,1.8508422,2.825956,43.5171496
1236,1.8256956,2.8479561,44.6254248
1237,1.8210182,2.7553749,44.0288667
1238,1.865578,2.8131244,42.8510463
1239,1.8332604,2.9109877,42.8723433
1240,1.8633687,2.8112771,43.7616803
1241,1.8448471,2.6395818,42.6899226
1242,1.8927784,2.7948895,42.8836718
1243,1.8970924,2.8069422,44.4819957
1244,1.8712718,2.8797075,43.287091
1245,1.8747155,2.7870241,43.6920983
1246,1.7014505,2.8365573,45.8629636
1247,1.8861706,2.709975,42.8421529
1248,1.8960257,2.8597973,42.996664
1249,1.8755418,2.7664036,43.0150823
1250,1.8724551,2.9315768,43.5319769
1251,1.9624632,2.9139713,43.3064056
1252,1.8519908,2.8002452,44.41132
1253,1.8227346,2.8731207,44.2750353
1254,1.8728004,2.9150578,44.3136007
1255,1.8374114,2.8842124,46.2667881
1256,1.8878315,2.8281471,43.8153545
1257,1.8522446,2.867607,44.6724088
1258,1.8463087,2.8290044,43.7987881
1259,1.8789268,2.8353865,44.6732422
1260,1.9185468,2.9407151,44.2789523
1261,1.9044713,2.9076874,44.7485376
1262,1.8764541,2.8565768,43.5645654
1263,1.9287227,2.8685971,44.1167186
1264,1.9384875,2.874071,44.1041207
1265,1.8521089,2.7722935,45.434211
1266,1.9213832,2.9452678,44.6538924
1267,1.8735985,2.9113427,44.7329243
1268,1.9811806,2.9024163,44.592733
1269,1.854885,2.9163989,41.543356
1270,1.9007222,2.9253352,45.044375
1271,1.8792743,2.8404985,44.3602468
1272,1.8834362,2.8724519,44.470527
1273,1.8204239,2.9907026,45.5459201
1274,1.8825788,2.914037,44.9139213
1275,1.9222155,2.9526622,44.6278503
1276,1.9673965,3.6849293,44.5996937
1277,1.9794316,3.3776317,45.8993597
1278,1.9308927,2.9370095,44.629382
1279,1.9335872,3.0047483,44.5704848
1280,2.1156263,2.9604373,44.8066967
1281,2.3436396,2.8543878,43.8592187
1282,1.9227607,3.0778695,43.935857
1283,2.0213014,2.986005,43.8558307
1284,1.9118043,2.9589458,43.2997922
1285,1.9441166,2.9331779,42.6534657
1286,1.9766089,2.9245903,45.8985181
1287,2.0321073,2.9036202,44.3161136
1288,1.9094578,3.0141323,44.0913022
1289,1.9291352,2.9330746,44.3067328
1290,1.9110965,3.0201374,45.9276752
1291,1.8913859,2.899703,45.3332268
1292,1.6926848,2.9376749,46.041254
1293,2.5063874,2.9758757,45.3043677
1294,2.1724542,3.02693,45.0916505
1295,2.1504811,2.9477323,45.9520951
1296,2.1461504,3.029235,45.0277387
1297,1.9224392,3.0129049,45.3159308
1298,1.9907071,2.9653222,45.7604226
1299,1.9307968,3.0009896,45.2096432
1300,2.0310361,3.0204921,45.7474744
1301,1.9684904,2.9721861,44.9420602
1302,2.1093867,2.9677885,45.0106806
1303,1.9406379,3.0486414,46.7665612
1304,2.1223816,3.026655,46.3247082
1305,1.9813454,2.9660377,46.14672
1306,1.9697514,3.0125948,46.1699425
1307,1.9912629,2.9546475,46.638916
1308,1.8421376,3.0300645,47.1427375
1309,1.9481639,3.0160198,45.5939314
1310,1.9487081,2.9728221,45.8619095
1311,2.0258175,2.9904892,46.3240361
1312,2.159149,3.103864,46.2096628
1313,2.016864,3.0316052,46.6376196
1314,2.1958247,2.7511581,45.8275932
1315,2.1325432,2.9395461,46.3561512
1316,2.1809898,3.0561564,46.5848367
1317,2.1709898,3.0490024,45.0434528
1318,1.9879374,3.0472254,45.8305473
1319,1.9939626,2.937858,45.7306882
1320,2.1254405,3.0315676,46.1256005
1321,2.0466938,2.9174411,47.5702068
1322,2.0686846,3.0370099,45.3402884
1323,1.9126619,3.0132846,46.6062347
1324,1.9523067,3.4394119,47.3921669
1325,2.035552,3.5065918,46.9895555
1326,2.0263961,3.048989,46.1894505
1327,1.9401642,2.9741398,46.5921402
1328,1.9829748,3.0588426,46.7536416
1329,2.0004076,2.8566081,47.3384289
1330,2.05148,3.0371968,47.3466926
1331,1.9588063,3.0625617,50.531221
1332,2.0853242,3.032417,47.0789929
1333,2.0173579,3.0934478,45.5052778
1334,2.034546,3.0059708,46.5631325
1335,2.0297422,3.1776149,46.0306233
1336,2.0519841,3.0522451,49.5216142
1337,1.9783447,2.9901798,47.6359177
1338,2.0042773,2.9150078,47.2316883
1339,2.0665631,3.0995857,47.4891687
1340,2.0646802,3.0584473,46.435022
1341,2.1017982,2.9285864,46.7316223
1342,2.060936,3.028418,43.403395
1343,1.9696938,3.091074,46.136135
1344,2.186431,2.9592781,48.2067781
1345,2.0763469,3.0325549,46.6875991
1346,1.9667101,3.0277319,49.0180958
1347,2.021982,3.0139825,46.9102695
1348,2.1125972,3.0444041,46.1053501
1349,2.0145314,3.0857153,46.8265989
1350,1.9304465,3.030559,46.3626579
1351,1.8251387,3.0968045,48.5392665
1352,2.0066786,3.1406158,46.2139579
1353,1.9728872,3.243617,44.8798967
1354,2.0427999,3.5438712,47.0054994
1355,1.894897,3.9674188,46.9060185
1356,2.0052711,3.5525548,46.3442194
1357,2.0123679,3.314171,46.0484907
1358,2.1580703,3.4334055,46.4660876
1359,2.3250205,3.1398227,46.5862874
1360,1.9850399,3.1964751,47.5774197
1361,1.908695,3.1246866,50.0566035
1362,2.0471833,3.0816935,51.2833922
1363,2.0140018,3.0424328,49.6210607
1364,2.1971307,3.1378538,50.148358
1365,2.1189984,3.076074,47.2592872
1366,1.8714513,3.0800622,48.3476509
1367,1.9824326,3.7218211,47.3611551
1368,2.0877411,3.1928189,47.8662149
1369,2.038576,3.047447,47.9687131
1370,1.9869627,3.2546514,48.6056446
1371,2.0239171,3.363413,49.2993462
1372,2.0168292,3.1945271,50.3495774
1373,2.0212439,3.6235993,48.1661681
1374,2.0130766,3.82396,48.3146929
1375,1.9467984,3.5363125,48.6076784
1376,1.9995492,3.434851,49.1711529
1377,2.099922,3.2340415,50.8875541
1378,2.125488,3.1782382,48.6436691
1379,2.2302164,3.8570981,49.5289708
1380,2.0445406,3.3643296,48.5963622
1381,2.01868,3.228376,48.5581192
1382,2.0618353,3.245405,49.0080872
1383,2.0337569,3.2822578,48.968589
1384,2.0761519,3.6439559,49.2039775
1385,2.0570341,3.3673024,48.9913568
1386,2.067079,3.1412659,49.0003316
1387,1.994346,3.2323527,49.7793178
1388,2.0352256,3.2664542,51.1949461
1389,2.0701116,3.1451511,49.9075049
1390,2.0136085,3.1673237,49.0374918
1391,2.057552,3.1678606,48.9300223
1392,2.0030968,3.2135882,48.5357082
1393,2.0923739,3.3260685,49.2349171
1394,1.9044227,3.2199528,49.6910508
1395,2.0323525,3.2704162,48.2343398
1396,2.0754543,3.2232909,50.0056453
1397,2.1502975,3.366841,50.2561024
1398,2.1353776,3.9276663,49.6301868
1399,2.1169189,3.2468972,50.1364768
1400,2.1234829,3.2155813,49.5558903
1401,2.0812171,3.2962399,49.1347434
1402,2.0211392,3.1953056,50.195058
1403,2.1360443,3.2556289,49.7013261
1404,2.047918,3.2595079,48.9973982
1405,2.0456495,3.2771518,49.0650369
1406,2.0608675,3.1547903,48.522364
1407,2.0615856,3.1993845,50.3110759
1408,2.0887281,3.2646894,49.6560979
1409,2.1061525,3.1595154,49.7071488
1410,2.1374641,3.2592353,49.4713964
1411,2.0466718,3.268923,52.871677
1412,2.0672126,3.4178187,50.5114407
1413,2.0709729,3.2204791,51.2725188
1414,2.1061873,3.1128292,50.1039838
1415,2.2334608,3.273301,50.4290783
1416,2.0847586,3.0946387,50.1185893
1417,2.1054355,3.2503094,50.0357255
1418,2.1905168,3.1827201,50.3273064
1419,2.2340524,3.2476773,48.9568209
1420,2.0219196,3.2202752,50.4379598
1421,2.1132053,3.2546676,49.7622161
1422,2.2087294,3.4448045,51.4241239
1423,2.1293923,3.2837572,51.3574808
1424,2.2353302,3.3331318,51.9828352
1425,2.3438364,3.2364262,51.6099357
1426,2.1178598,3.2359838,49.2946874
1427,2.1442265,3.2709047,51.9344444
1428,2.1103624,3.30415,50.6879243
1429,2.0538825,3.298105,49.9357922
1430,2.1306727,3.2772799,50.857481
1431,2.1666798,3.2720995,50.6080471
1432,2.0923643,3.2889472,50.0875615
1433,2.2355601,3.3031537,49.6032022
1434,2.1599324,3.3083146,52.5885143
1435,2.1665663,3.1796747,50.6572736
1436,2.5167286,3.3447394,51.6385975
1437,2.1925736,3.31809,51.8987477
1438,2.2104454,3.315294,51.4636219
1439,2.238683,3.1841518,52.3035292
1440,2.2556336,3.2773355,52.2333415
1441,2.6397361,4.0121484,51.6521419
1442,2.1946993,3.4526119,52.2143007
1443,2.1881524,3.2416124,52.5912655
1444,2.1724677,3.3147681,52.0440446
1445,2.1685028,3.3015473,50.9342196
1446,2.0355635,3.3264296,44.5344884
1447,2.1988878,3.3534346,50.9743838
1448,2.176094,3.3268469,51.431142
1449,2.1633156,3.6178798,51.7251723
1450,2.10504,3.4148106,52.0962787
1451,2.1406683,3.448298,51.5785481
1452,2.2140236,3.4057617,52.3663963
1453,2.1580972,3.3522508,53.5639773
1454,2.1937247,3.339162,52.0743832
1455,2.2974087,3.4247333,52.7609732
1456,2.1950484,3.2436768,53.2916495
1457,2.1401472,3.3009433,53.5901019
1458,2.1864888,3.2631052,54.0389249
1459,2.1632838,3.316584,54.8390401
1460,2.150207,3.4465266,53.1447004
1461,2.1406819,3.3556817,53.0079589
1462,2.1729943,3.2759137,52.8729703
1463,2.1513599,3.2434201,52.6249165
1464,2.1364252,3.3824513,50.7098765
1465,2.1589335,3.2805899,52.2079531
1466,2.1391447,3.3312057,51.8033532
1467,2.143747,3.3855279,51.9640187
1468,2.2941099,3.3053371,53.1948751
1469,2.4760419,3.3084574,52.2230156
1470,2.3518674,3.3761738,54.0812432
1471,2.5272263,3.3595681,52.1644987
1472,2.5376194,3.2869425,52.4124632
1473,2.371851,3.3781584,55.6193575
1474,2.2648705,3.2845142,51.6509378
1475,2.2351956,3.4799001,50.9635222
1476,2.3210576,3.1677512,52.0975651
1477,2.3162474,3.3016392,51.0796598
1478,2.6747984,3.327219,52.8667837
1479,2.9081564,3.4096854,51.4601325
1480,2.6570969,3.4068992,51.6900891
1481,2.6334683,3.4360015,51.4658681
1482,2.6850051,3.3225789,53.6201606
1483,2.4520178,3.3253288,53.0411029
1484,2.4051083,3.4147701,52.5116177
1485,2.438716,3.4083664,53.9785336
1486,2.420012,3.3678148,53.2159168
1487,2.4755463,3.3033564,53.5270862
1488,2.3045003,3.3903737,53.0115955
1489,2.3851454,3.4350459,54.6786754
1490,2.411096,3.362935,52.4254417
