ind,Pearson,PvalPearson,Spearman,PvalSpearman,pearson > 0.3,pearson < -0.3,spearman > 0.3,spearman < -0.3
1331,-0.018489561,0.1681288,-0.0159116,0.235604,0,0,0,0
1332,-0.027480146,0.0404987,-0.0231622,0.0842339,0,0,0,0
1333,-0.245176029,0,-0.2028462,0,0,0,0,0
1334,-0.059193471,0.0000101,-0.0519368,0.0001072,0,0,0,0
1335,-0.056770179,0.0000229,-0.0468359,0.0004779,0,0,0,0
1336,0.1970715,0,0.2075976,0,0,0,0,0
1337,-0.027480146,0.0404987,-0.0231622,0.0842339,0,0,0,0
1338,-0.048311218,0.0003146,-0.0409924,0.0022381,0,0,0,0
1339,-0.454515031,0,-0.4222423,0,0,1,0,1
1340,-0.05027789,0.0001769,-0.0513916,0.0001266,0,0,0,0
1341,-0.002403544,0.8578208,0.0044067,0.7425655,0,0,0,0
1342,-0.00853848,0.5244967,-0.0029116,0.8281927,0,0,0,0
1343,-0.040845511,0.0023214,-0.0316107,0.0184383,0,0,0,0
1344,0.484901523,0,0.5056607,0,1,0,1,0
1345,-0.128087977,0,-0.1218303,0,0,0,0,0
1346,-0.02334223,0.0818493,-0.0180273,0.1790196,0,0,0,0
1347,0.225268297,0,0.235656,0,0,0,0,0
1348,-0.022934334,0.0873323,-0.0165757,0.216624,0,0,0,0
1349,-0.135994088,0,-0.1352869,0,0,0,0,0
1350,0.127137958,0,0.1423663,0,0,0,0,0
1351,-0.042752907,0.0014323,-0.0357057,0.0077636,0,0,0,0
1352,-0.046722324,0.0004933,-0.037238,0.0054947,0,0,0,0
1353,0.20969912,0,0.2191514,0,0,0,0,0
1354,-0.078839217,0,-0.0586176,0.0000123,0,0,0,0
1355,0.007189997,0.5920173,0.0051336,0.7019895,0,0,0,0
1356,-0.131110871,0,-0.1108041,0,0,0,0,0
1357,-0.107105923,0,-0.0920689,0,0,0,0,0
1358,0.065012838,0.0000012,0.0883924,0,0,0,0,0
1359,0.014264185,0.2876739,0.0239455,0.0742552,0,0,0,0
1360,0.289414529,0,0.2394786,0,0,0,0,0
1361,-0.306807755,0,-0.2988996,0,0,1,0,0
1362,-0.252756565,0,-0.2963431,0,0,0,0,0
1363,0.213190223,0,0.221919,0,0,0,0,0
1364,-0.000292051,0.982633,-0.0032788,0.8069302,0,0,0,0
1365,-0.05077222,0.0001526,-0.0418875,0.0017873,0,0,0,0
1366,0.356760728,0,0.3124362,0,1,0,1,0
1367,-0.319723089,0,-0.3111062,0,0,1,0,1
1368,-0.139653766,0,-0.1363145,0,0,0,0,0
1369,-0.004396756,0.7431273,0.0456122,0.0006702,0,0,0,0
1370,-0.087323143,0,-0.0788623,0,0,0,0,0
1371,-0.257239308,0,-0.2120487,0,0,0,0,0
1372,-0.027480146,0.0404987,-0.0231622,0.0842339,0,0,0,0
1373,-0.339894332,0,-0.2682164,0,0,1,0,0
1374,-0.080397441,0,-0.067311,0.0000005,0,0,0,0
1375,0.024662091,0.0659926,0.0693852,0.0000002,0,0,0,0
1376,-0.062298815,0.0000034,-0.0509965,0.0001427,0,0,0,0
1377,-0.070171163,0.0000002,-0.0701631,0.0000002,0,0,0,0
1378,-0.038214335,0.0043808,-0.0381591,0.0044379,0,0,0,0
1379,-0.524907583,0,-0.4692207,0,0,1,0,1
1380,-0.046343148,0.0005481,-0.0362227,0.0069182,0,0,0,0
1381,-0.08251885,0,-0.0746057,0,0,0,0,0
1382,-0.118380365,0,-0.1078444,0,0,0,0,0
1383,0.478453648,0,0.3736539,0,1,0,1,0
1384,-0.06216645,0.0000035,-0.0550689,0.00004,0,0,0,0
1385,0.001932304,0.8854808,0.0022841,0.8648177,0,0,0,0
1386,-0.335301684,0,-0.3231389,0,0,1,0,1
1387,0.172919843,0,0.1218243,0,0,0,0,0
1388,0.132968829,0,0.1508518,0,0,0,0,0
1389,0.001932304,0.8854808,0.0022841,0.8648177,0,0,0,0
1390,0.002609852,0.8457638,0.0060934,0.6496998,0,0,0,0
1391,0.0128091,0.3396949,0.0127109,0.3434118,0,0,0,0
1392,-0.006181184,0.6449993,-0.004276,0.7499447,0,0,0,0
1393,-0.096985131,0,-0.0825711,0,0,0,0,0
1394,0.012436751,0.3539204,0.0128817,0.3369646,0,0,0,0
1395,-0.014653888,0.2747059,-0.0073599,0.5832951,0,0,0,0
1396,-0.300223491,0,-0.3045063,0,0,1,0,1
1397,0.324163258,0,0.269032,0,1,0,0,0
1398,-0.295994242,0,-0.2973185,0,0,0,0,0
1399,-0.211444756,0,-0.1864249,0,0,0,0,0
1400,0.014635788,0.2752992,0.0305459,0.0227698,0,0,0,0
1401,-0.125419497,0,-0.1043203,0,0,0,0,0
1402,-0.146895201,0,-0.1106924,0,0,0,0,0
1403,-0.246665127,0,-0.2355744,0,0,0,0,0
1404,0.346602219,0,0.290654,0,1,0,0,0
1405,-0.104820602,0,-0.0841271,0,0,0,0,0
1406,-0.006471253,0.6295635,-0.0101048,0.4513399,0,0,0,0
1407,0.29089727,0,0.2496742,0,0,0,0,0
1408,-0.192185267,0,-0.1710242,0,0,0,0,0
1409,-0.299206757,0,-0.2985637,0,0,0,0,0
1410,-0.039614369,0.0031386,0.0088294,0.5104671,0,0,0,0
1411,-0.392389525,0,-0.3235099,0,0,1,0,1
1412,-0.45829623,0,-0.3994411,0,0,1,0,1
1413,-0.056066921,0.0000289,-0.0410943,0.002182,0,0,0,0
1414,0.227479954,0,0.2217654,0,0,0,0,0
1415,-0.000227428,0.9864754,0.0118222,0.3782078,0,0,0,0
1416,0.062187827,0.0000035,0.0722232,0.0000001,0,0,0,0
1417,-0.04153824,0.0019523,-0.0306939,0.0221191,0,0,0,0
1418,-0.042842085,0.0013997,-0.0347978,0.0094742,0,0,0,0
1419,-0.029513526,0.0277873,-0.0219072,0.102457,0,0,0,0
1420,-0.032909839,0.0141432,-0.0342876,0.0105766,0,0,0,0
1421,-0.279356715,0,-0.2849041,0,0,0,0,0
1422,0.245762445,0,0.1738885,0,0,0,0,0
1423,-0.06277815,0.0000028,-0.105731,0,0,0,0,0
1424,-0.042440336,0.0015523,-0.0415128,0.0019648,0,0,0,0
1425,-0.038866292,0.0037555,-0.0327592,0.0145911,0,0,0,0
1426,-0.006471253,0.6295635,-0.0101048,0.4513399,0,0,0,0
1427,-0.161543465,0,-0.1469161,0,0,0,0,0
1428,-0.072961214,0.0000001,-0.063338,0.0000023,0,0,0,0
1429,-0.117652415,0,-0.0968049,0,0,0,0,0
1430,-0.09207497,0,-0.0961817,0,0,0,0,0
1431,0.555544225,0,0.4887573,0,1,0,1,0
1432,-0.117401892,0,-0.1027138,0,0,0,0,0
1433,-0.344814544,0,-0.332604,0,0,1,0,1
1434,-0.042028424,0.0017245,-0.0348194,0.0094301,0,0,0,0
1435,0.209498315,0,0.2203213,0,0,0,0,0
1436,-0.508508563,0,-0.4509178,0,0,1,0,1
1437,0.327704911,0,0.2739018,0,1,0,0,0
1438,-0.052213872,0.0000984,-0.0401722,0.0027404,0,0,0,0
1439,0.006202088,0.6438816,0.0082111,0.5405182,0,0,0,0
1440,-0.061336145,0.0000047,-0.0534811,0.0000663,0,0,0,0
1441,-0.061469602,0.0000045,-0.0518109,0.0001114,0,0,0,0
1442,-0.101176203,0,-0.0855994,0,0,0,0,0
1443,-0.019801497,0.1399295,-0.0116796,0.383987,0,0,0,0
1444,0.360672751,0,0.3049102,0,1,0,1,0
1445,-0.282060811,0,-0.2866971,0,0,0,0,0
1446,-0.006471253,0.6295635,-0.0101048,0.4513399,0,0,0,0
1447,-0.458449583,0,-0.3766767,0,0,1,0,1
1448,-0.513629446,0,-0.4339757,0,0,1,0,1
1449,-0.127136326,0,-0.1167394,0,0,0,0,0
1450,0.360426439,0,0.3015677,0,1,0,1,0
1451,-0.338545036,0,-0.3061507,0,0,1,0,1
1452,-0.150752103,0,-0.12388,0,0,0,0,0
1453,-0.011511937,0.390852,-0.0144546,0.2812866,0,0,0,0
1454,0.370654476,0,0.3319286,0,1,0,1,0
1455,-0.07969664,0,-0.0665691,0.0000007,0,0,0,0
1456,0.066252636,0.0000008,0.0801039,0,0,0,0,0
1457,-0.161819558,0,-0.1428211,0,0,0,0,0
1458,-0.066418142,0.0000007,-0.0686234,0.0000003,0,0,0,0
1459,-0.366432182,0,-0.308625,0,0,1,0,1
1460,-0.351044083,0,-0.3220659,0,0,1,0,1
1461,-0.047605577,0.0003848,-0.0401253,0.002772,0,0,0,0
1462,-0.288855642,0,-0.2901719,0,0,0,0,0
1463,-0.040344919,0.0026268,-0.0383662,0.0042272,0,0,0,0
1464,-0.308915686,0,-0.2964423,0,0,1,0,0
1465,-0.340656613,0,-0.309444,0,0,1,0,1
1466,0.159006496,0,0.1438404,0,0,0,0,0
1467,-0.091135665,0,-0.0786112,0,0,0,0,0
1468,0.10005625,0,0.0745797,0,0,0,0,0
1469,-0.088851984,0,-0.0900144,0,0,0,0,0
1470,-0.250342612,0,-0.2513683,0,0,0,0,0
1471,-0.241993313,0,-0.2403636,0,0,0,0,0
1472,0.256559556,0,0.2709663,0,0,0,0,0
1473,-0.203281529,0,-0.1244705,0,0,0,0,0
1474,-0.383426137,0,-0.3199139,0,0,1,0,1
1475,-0.067342639,0.0000005,-0.0567611,0.0000229,0,0,0,0
1476,0.166861408,0,0.1823642,0,0,0,0,0
1477,-0.274208667,0,-0.2738981,0,0,0,0,0
1478,-0.089564406,0,-0.0620851,0.0000036,0,0,0,0
1479,-0.025379257,0.0584972,-0.0209381,0.1185714,0,0,0,0
1480,-0.281878019,0,-0.2852391,0,0,0,0,0
1481,0.004686152,0.7268751,0.0065128,0.6273637,0,0,0,0
1482,-0.019858863,0.138785,-0.0098838,0.4612969,0,0,0,0
1483,-0.068845103,0.0000003,-0.0579276,0.0000155,0,0,0,0
1484,-0.34460005,0,-0.2782768,0,0,1,0,0
1485,-0.014827495,0.2690593,0.0069853,0.6026041,0,0,0,0
1486,0.39651185,0,0.3893515,0,1,0,1,0
1487,-0.187349484,0,-0.1555099,0,0,0,0,0
1488,0.245741183,0,0.1969363,0,0,0,0,0
1489,-0.064882933,0.0000013,-0.0512406,0.0001325,0,0,0,0
1490,-0.155406981,0,-0.1385011,0,0,0,0,0
1491,-0.186322463,0,-0.1679704,0,0,0,0,0
1492,-0.035894919,0.007444,-0.0296136,0.0272622,0,0,0,0
1493,-0.013609618,0.3103715,-0.0161917,0.2274577,0,0,0,0
1494,-0.28435224,0,-0.290389,0,0,0,0,0
1495,-0.227822211,0,-0.1323843,0,0,0,0,0
1496,0.007141973,0.5944937,0.011338,0.3980504,0,0,0,0
1497,-0.057189765,0.0000199,-0.0446588,0.0008675,0,0,0,0
1498,0.006202088,0.6438816,0.0082111,0.5405182,0,0,0,0
1499,-0.153066073,0,-0.1241314,0,0,0,0,0
1500,0.067615691,0.0000005,0.0737167,0,0,0,0,0
1501,-0.046569307,0.0005148,-0.0404451,0.0025628,0,0,0,0
1502,0.216785677,0,0.2299977,0,0,0,0,0
1503,0.025332977,0.0589586,0.0269941,0.0441803,0,0,0,0
1504,-0.050190021,0.0001816,-0.0386597,0.0039443,0,0,0,0
1505,-0.045179242,0.000754,-0.0375567,0.0051057,0,0,0,0
1506,0.014618431,0.275869,0.0146795,0.2738666,0,0,0,0
1507,0.384180861,0,0.3340061,0,1,0,1,0
1508,0.394755175,0,0.3651361,0,1,0,1,0
1509,-0.076288102,0,-0.0639802,0.0000018,0,0,0,0
1510,-0.148289651,0,-0.1745739,0,0,0,0,0
1511,-0.064870502,0.0000013,-0.0580726,0.0000148,0,0,0,0
1512,-0.322769447,0,-0.2671645,0,0,1,0,0
1513,-0.154716466,0,-0.1358235,0,0,0,0,0
1514,0.003057879,0.8197083,-0.0139172,0.2995631,0,0,0,0
1515,-0.224739826,0,-0.2611036,0,0,0,0,0
1516,-0.030108417,0.0247908,-0.0317592,0.0178954,0,0,0,0
1517,0.443092146,0,0.4012225,0,1,0,1,0
1518,-0.020915895,0.1189629,-0.0168667,0.208661,0,0,0,0
1519,-0.118567674,0,-0.1000958,0,0,0,0,0
1520,0.360600286,0,0.3077251,0,1,0,1,0
1521,-0.289926466,0,-0.3011005,0,0,0,0,1
1522,0.032852866,0.0143112,0.0456576,0.0006619,0,0,0,0
1523,0.385072015,0,0.3272688,0,1,0,1,0
1524,-0.371495224,0,-0.3232995,0,0,1,0,1
1525,-0.119959901,0,-0.0578231,0.0000161,0,0,0,0
1526,-0.035679142,0.0078094,-0.0509379,0.0001452,0,0,0,0
1527,-0.135113221,0,-0.0587402,0.0000118,0,0,0,0
1528,-0.226070432,0,-0.2109998,0,0,0,0,0
1529,-0.115225993,0,-0.0984742,0,0,0,0,0
1530,-0.272360769,0,-0.224643,0,0,0,0,0
1531,-0.029047935,0.0303455,-0.0261529,0.0512186,0,0,0,0
1532,-0.28036813,0,-0.2849729,0,0,0,0,0
1533,-0.23118377,0,-0.1966797,0,0,0,0,0
1534,-0.042269871,0.0016215,-0.0408116,0.002341,0,0,0,0
1535,-0.024009425,0.0734851,-0.0244315,0.0685639,0,0,0,0
1536,-0.167920705,0,-0.1496801,0,0,0,0,0
1537,0.017905459,0.1819764,0.0206702,0.1233604,0,0,0,0
1538,-0.07288121,0.0000001,-0.0618708,0.0000039,0,0,0,0
1539,0.020216425,0.1318133,0.021596,0.1074301,0,0,0,0
1540,0.379048824,0,0.323096,0,1,0,1,0
1541,0.004641308,0.7293857,0.0055172,0.6809046,0,0,0,0
1542,0.014387764,0.2835176,0.0151211,0.2596935,0,0,0,0
1543,-0.027480146,0.0404987,-0.0231622,0.0842339,0,0,0,0
1544,-0.163964095,0,-0.1511809,0,0,0,0,0
1545,-0.095869059,0,-0.0831899,0,0,0,0,0
1546,-0.199627596,0,-0.2010174,0,0,0,0,0
1547,0.029455464,0.0280958,0.0301601,0.024544,0,0,0,0
1548,-0.022523738,0.0931472,-0.0219526,0.1017472,0,0,0,0
1549,0.362341942,0,0.2954322,0,1,0,0,0
1550,-0.123783222,0,-0.2473492,0,0,0,0,0
1551,-0.206164651,0,-0.1832406,0,0,0,0,0
1552,0.366465574,0,0.3084899,0,1,0,1,0
1553,0.198800658,0,0.2123509,0,0,0,0,0
1554,0.459542947,0,0.4511246,0,1,0,1,0
1555,0.392182259,0,0.3548657,0,1,0,1,0
1556,0.320162099,0,0.2682059,0,1,0,0,0
1557,-0.029724206,0.0266922,-0.0283792,0.0343722,0,0,0,0
1558,0.004073577,0.7614126,-0.0274056,0.0410455,0,0,0,0
1559,-0.368467897,0,-0.3537863,0,0,1,0,1
1560,0.109744901,0,0.1484429,0,0,0,0,0
1561,-0.027837361,0.0379619,-0.0199597,0.1367903,0,0,0,0
1562,-0.122917206,0,-0.1057532,0,0,0,0,0
1563,0.382202813,0,0.3327412,0,1,0,1,0
1564,0.282601743,0,0.2537932,0,0,0,0,0
1565,-0.088915937,0,-0.0848382,0,0,0,0,0
1566,-0.290501198,0,-0.2532135,0,0,0,0,0
1567,-0.14133275,0,-0.1408677,0,0,0,0,0
1568,-0.157085038,0,-0.053288,0.0000705,0,0,0,0
1569,0.017878515,0.182635,0.025702,0.0553624,0,0,0,0
1570,-0.014024676,0.2958456,-0.0227137,0.0904195,0,0,0,0
1571,-0.08979127,0,-0.0869752,0,0,0,0,0
1572,-0.270148245,0,-0.289881,0,0,0,0,0
1573,0.102283733,0,0.1089425,0,0,0,0,0
1574,-0.027480146,0.0404987,-0.0231622,0.0842339,0,0,0,0
1575,0.009439927,0.4816677,-0.0009656,0.9426223,0,0,0,0
1576,-0.462050547,0,-0.3816825,0,0,1,0,1
1577,-0.081018149,0,-0.0669571,0.0000006,0,0,0,0
1578,-0.000238437,0.9858208,-0.0078489,0.5585293,0,0,0,0
1579,-0.000168585,0.9899744,-0.0055495,0.6791404,0,0,0,0
1580,-0.048305233,0.0003151,-0.0406346,0.0024458,0,0,0,0
1581,0.018739418,0.1624528,0.0195582,0.1448634,0,0,0,0
1582,-0.061448279,0.0000046,-0.06168,0.0000042,0,0,0,0
1583,-0.054856517,0.0000428,-0.050947,0.0001448,0,0,0,0
1584,-0.061469602,0.0000045,-0.0518109,0.0001114,0,0,0,0
1585,-0.396955317,0,-0.3290381,0,0,1,0,1
1586,0.049152173,0.0002466,0.0518763,0.0001092,0,0,0,0
1587,0.016252713,0.2257116,0.0287808,0.0319026,0,0,0,0
1588,0.011839623,0.3775065,0.0087823,0.5127238,0,0,0,0
1589,-0.058225731,0.000014,-0.0491858,0.0002442,0,0,0,0
1590,-0.47905863,0,-0.3956093,0,0,1,0,1
1591,-0.158581536,0,-0.134901,0,0,0,0,0
1592,-0.042461894,0.0015437,-0.0279676,0.0370715,0,0,0,0
1593,0.013060064,0.3303166,0.014791,0.2702394,0,0,0,0
1594,-0.233587003,0,-0.109089,0,0,0,0,0
1595,-0.042098841,0.0016939,-0.0343097,0.0105266,0,0,0,0
1596,-0.126028905,0,-0.1116141,0,0,0,0,0
1597,-0.12308218,0,-0.1171654,0,0,0,0,0
1598,0.010335861,0.4410589,0.0103791,0.4391515,0,0,0,0
1599,-0.429106669,0,-0.4000715,0,0,1,0,1
1600,0.060749893,0.0000058,0.0662792,0.0000008,0,0,0,0
1601,0.022009163,0.1008687,-0.0225278,0.0930887,0,0,0,0
1602,-0.069860914,0.0000002,-0.0643787,0.0000016,0,0,0,0
1603,-0.025167277,0.0606353,-0.0229331,0.0873494,0,0,0,0
1604,-0.070342143,0.0000002,-0.0609345,0.0000055,0,0,0,0
1605,-0.008666207,0.5183119,0.0037832,0.7779574,0,0,0,0
1606,-0.020993924,0.1175924,-0.0130318,0.3313631,0,0,0,0
1607,-0.188051559,0,-0.1650244,0,0,0,0,0
1608,0.349811624,0,0.3402008,0,1,0,1,0
1609,-0.028243226,0.0352447,-0.0087919,0.5122636,0,0,0,0
1610,-0.079898384,0,-0.065952,0.0000009,0,0,0,0
1611,-0.032107348,0.0166773,-0.0249541,0.06285,0,0,0,0
1612,0.251213344,0,0.2046023,0,0,0,0,0
1613,-0.0905746,0,-0.0780406,0,0,0,0,0
1614,-0.028720434,0.0322639,-0.0228059,0.0891188,0,0,0,0
1615,-0.018234911,0.1740654,-0.0169303,0.2069501,0,0,0,0
1616,-0.00644162,0.6311331,-0.0040704,0.7615942,0,0,0,0
1617,0.004218623,0.7531888,0.0019637,0.8836311,0,0,0,0
1618,-0.06050533,0.0000064,-0.0601176,0.0000073,0,0,0,0
1619,0.018415509,0.1698393,0.0199712,0.1365656,0,0,0,0
1620,-0.11427437,0,-0.1007015,0,0,0,0,0
1621,0.07872571,0,0.0855712,0,0,0,0,0
1622,0.35057911,0,0.2950735,0,1,0,0,0
1623,-0.056855104,0.0000222,-0.0469481,0.0004631,0,0,0,0
1624,-0.112731334,0,-0.0992912,0,0,0,0,0
1625,-0.091135665,0,-0.0749273,0,0,0,0,0
1626,0.367096783,0,0.3031561,0,1,0,1,0
1627,0.007468313,0.5777597,0.0070371,0.5999156,0,0,0,0
1628,0.183590222,0,0.1974796,0,0,0,0,0
1629,-0.077083139,0,-0.064188,0.0000017,0,0,0,0
1630,0.225576519,0,0.2366361,0,0,0,0,0
1631,0.026503925,0.0481748,0.027662,0.0391897,0,0,0,0
1632,-0.079811222,0,-0.0667674,0.0000006,0,0,0,0
1633,-0.110934831,0,-0.0890514,0,0,0,0,0
1634,-0.047321218,0.000417,-0.0403151,0.0026461,0,0,0,0
1635,0.004209891,0.7536831,0.013595,0.3108923,0,0,0,0
1636,-0.018029094,0.1789769,0.0025168,0.8511979,0,0,0,0
1637,-0.022031231,0.1005274,-0.0380604,0.0045416,0,0,0,0
1638,-0.105942626,0,-0.0794591,0,0,0,0,0
1639,-0.090270513,0,-0.0796964,0,0,0,0,0
1640,-0.02110303,0.115697,-0.0136258,0.309796,0,0,0,0
1641,-0.10459861,0,-0.0962244,0,0,0,0,0
1642,-0.008784222,0.5126309,-0.0093019,0.4880975,0,0,0,0
1643,0.395478338,0,0.328096,0,1,0,1,0
1644,-0.000168585,0.9899744,-0.0055495,0.6791404,0,0,0,0
1645,-0.066402399,0.0000007,-0.0646512,0.0000014,0,0,0,0
1646,-0.086182241,0,-0.0733194,0,0,0,0,0
1647,-0.136625417,0,-0.1304351,0,0,0,0,0
1648,-0.027480146,0.0404987,-0.0231622,0.0842339,0,0,0,0
1649,-0.128247937,0,-0.106457,0,0,0,0,0
1650,-0.028253445,0.0351785,-0.0223704,0.0953962,0,0,0,0
1651,-0.079407875,0,-0.0656199,0.000001,0,0,0,0
1652,-0.157060338,0,-0.1415402,0,0,0,0,0
1653,0.004033193,0.7637072,0.010062,0.4532615,0,0,0,0
1654,-0.149375386,0,-0.1345834,0,0,0,0,0
1655,-0.064382306,0.0000016,-0.0484304,0.000304,0,0,0,0
1656,0.033806908,0.011718,0.0364883,0.006517,0,0,0,0
1657,-0.205740557,0,-0.1798076,0,0,0,0,0
1658,0.012436751,0.3539204,0.0128817,0.3369646,0,0,0,0
1659,0.011647057,0.3853147,0.0145098,0.2794523,0,0,0,0
1660,-0.093452627,0,-0.0807638,0,0,0,0,0
1661,-0.039437417,0.0032756,-0.0508208,0.0001504,0,0,0,0
1662,-0.002269475,0.8656739,-0.0056224,0.6751675,0,0,0,0
1663,-0.298836458,0,-0.2475707,0,0,0,0,0
1664,0.404876114,0,0.3633952,0,1,0,1,0
1665,-0.015874148,0.236707,-0.0160792,0.2307055,0,0,0,0
1666,-0.027480146,0.0404987,-0.0231622,0.0842339,0,0,0,0
1667,-0.018432616,0.1694429,-0.0125967,0.3477655,0,0,0,0
1668,-0.059470913,0.0000091,-0.0552762,0.0000374,0,0,0,0
1669,-0.044184399,0.0009846,-0.0460553,0.0005935,0,0,0,0
1670,0.002785898,0.8355039,0.0049855,0.7101935,0,0,0,0
1671,-0.139589586,0,-0.1248453,0,0,0,0,0
1672,-0.318055162,0,-0.3135618,0,0,1,0,1
1673,0.311391829,0,0.3160598,0,1,0,1,0
1674,-0.409910102,0,-0.350898,0,0,1,0,1
1675,-0.024544908,0.0672894,-0.0161443,0.2288235,0,0,0,0
1676,-0.028203184,0.0355052,-0.0222706,0.0968838,0,0,0,0
1677,-0.215991622,0,-0.179375,0,0,0,0,0
1678,0.289704888,0,0.2412219,0,0,0,0,0
1679,0.195651499,0,0.2057189,0,0,0,0,0
1680,-0.040792141,0.0023523,-0.0326989,0.0147741,0,0,0,0
1681,0.040088422,0.0027971,0.0619705,0.0000038,0,0,0,0
1682,0.415537988,0,0.3639134,0,1,0,1,0
1683,0.096139943,0,0.0845235,0,0,0,0,0
1684,-0.01903685,0.155886,-0.0210199,0.1171383,0,0,0,0
1685,-0.033758073,0.0118398,-0.0152988,0.2541339,0,0,0,0
1686,-0.112752863,0,-0.0930806,0,0,0,0,0
1687,-0.121995604,0,-0.1001387,0,0,0,0,0
1688,0.068987809,0.0000003,0.0810644,0,0,0,0,0
1689,-0.09535968,0,-0.0796196,0,0,0,0,0
1690,0.223031018,0,0.1614394,0,0,0,0,0
1691,-0.319292899,0,-0.3011127,0,0,1,0,1
1692,-0.014547315,0.2782119,-0.0281984,0.0355363,0,0,0,0
1693,0.008200121,0.5410618,0.0067779,0.6134209,0,0,0,0
1694,-0.126247846,0,-0.1023979,0,0,0,0,0
1695,-0.145576817,0,-0.1036286,0,0,0,0,0
1696,-0.076513814,0,-0.063056,0.0000025,0,0,0,0
1697,-0.045625112,0.0006678,-0.0343595,0.0104147,0,0,0,0
1698,-0.031123044,0.0203233,-0.027996,0.036879,0,0,0,0
1699,-0.107830995,0,-0.0977104,0,0,0,0,0
1700,-0.237065388,0,-0.2088272,0,0,0,0,0
1701,-0.181866934,0,-0.1668329,0,0,0,0,0
1702,-0.010709981,0.4247001,-0.0082858,0.5368447,0,0,0,0
1703,-0.147725269,0,-0.1347732,0,0,0,0,0
1704,-0.522312315,0,-0.4690916,0,0,1,0,1
1705,0.004289019,0.7492076,0.0290933,0.0300877,0,0,0,0
1706,0.044411093,0.0009269,0.052189,0.0000992,0,0,0,0
1707,-0.29911719,0,-0.3019191,0,0,0,0,1
1708,-0.188640591,0,-0.1563411,0,0,0,0,0
1709,-0.104802107,0,-0.0948023,0,0,0,0,0
1710,-0.052793081,0.0000823,-0.04747,0.0003998,0,0,0,0
1711,-0.475815597,0,-0.4006999,0,0,1,0,1
1712,0.359756984,0,0.3393244,0,1,0,1,0
1713,-0.230462439,0,-0.205682,0,0,0,0,0
1714,0.025328984,0.0589985,0.0267633,0.0460247,0,0,0,0
1715,0.218379154,0,0.229268,0,0,0,0,0
1716,-0.073460924,0,-0.0209304,0.1187067,0,0,0,0
1717,-0.1146757,0,-0.0891357,0,0,0,0,0
1718,0.224176971,0,0.2426835,0,0,0,0,0
1719,0.367515066,0,0.3078135,0,1,0,1,0
1720,-0.317824214,0,-0.318594,0,0,1,0,1
1721,-0.000388594,0.9768934,0.0441118,0.0010037,0,0,0,0
1722,0.06046872,0.0000064,0.023345,0.0818135,0,0,0,0
1723,-0.043316663,0.0012373,-0.0405572,0.0024931,0,0,0,0
1724,-0.177352348,0,-0.1090833,0,0,0,0,0
1725,-0.116742283,0,-0.104083,0,0,0,0,0
1726,-0.111767873,0,-0.1000614,0,0,0,0,0
1727,-0.19890259,0,-0.1849521,0,0,0,0,0
1728,-0.344498618,0,-0.2697664,0,0,1,0,0
1729,-0.219948989,0,-0.1948971,0,0,0,0,0
1730,0.223961973,0,0.2353891,0,0,0,0,0
1731,-0.072572497,0.0000001,-0.0624055,0.0000032,0,0,0,0
1732,-0.116182818,0,-0.2109357,0,0,0,0,0
1733,0.053877672,0.0000585,0.0748707,0,0,0,0,0
1734,0.068935854,0.0000003,0.0914175,0,0,0,0,0
1735,-0.019427749,0.1475644,-0.0303363,0.0237196,0,0,0,0
1736,0.098162599,0,0.1160402,0,0,0,0,0
1737,-0.022441336,0.0943508,-0.018132,0.1765087,0,0,0,0
1738,-0.038866292,0.0037555,-0.0327592,0.0145911,0,0,0,0
1739,0.006700333,0.6174861,0.0079201,0.5549642,0,0,0,0
1740,-0.027480146,0.0404987,-0.0231622,0.0842339,0,0,0,0
1741,-0.028434071,0.0340256,-0.0355598,0.0080184,0,0,0,0
1742,-0.025286132,0.0594286,-0.0249091,0.0633265,0,0,0,0
1743,-0.017148914,0.2011464,-0.0291395,0.0298268,0,0,0,0
1744,-0.028573641,0.0331569,-0.0237822,0.0762514,0,0,0,0
1745,0.037622173,0.005029,0.0316962,0.018124,0,0,0,0
1746,-0.07338943,0,-0.0636615,0.000002,0,0,0,0
1747,0.067802297,0.0000004,0.0737566,0,0,0,0,0
1748,-0.018432616,0.1694429,-0.0174571,0.1931655,0,0,0,0
1749,-0.057695202,0.0000168,-0.0593287,0.0000096,0,0,0,0
1750,0.051414935,0.0001257,0.0593963,0.0000094,0,0,0,0
1751,-0.006655332,0.6198506,-0.0087609,0.5137496,0,0,0,0
1752,-0.006471253,0.6295635,-0.0101048,0.4513399,0,0,0,0
1753,0.018739418,0.1624528,0.0195582,0.1448634,0,0,0,0
1754,-0.025379257,0.0584972,-0.0209381,0.1185714,0,0,0,0
1755,-0.016580991,0.2164761,-0.0193616,0.1489484,0,0,0,0
1756,-0.015095304,0.260506,-0.0183403,0.1715891,0,0,0,0
1757,-0.00320981,0.8109159,-0.0055306,0.6801734,0,0,0,0
1758,-0.009047851,0.5000587,-0.0275894,0.0397082,0,0,0,0
1759,0.001932304,0.8854808,0.0022841,0.8648177,0,0,0,0
1760,-0.342608374,0,-0.3366363,0,0,1,0,1
1761,-0.141346746,0,-0.1252361,0,0,0,0,0
1762,-0.003348294,0.8029225,-0.0024074,0.8575937,0,0,0,0
1763,-0.027343353,0.0415075,-0.0403074,0.0026511,0,0,0,0
1764,-0.060679961,0.000006,-0.0497536,0.0002067,0,0,0,0
