ind,Pearson,PvalPearson,Spearman,PvalSpearman,pearson > 0.3,pearson < -0.3,spearman > 0.3,spearman < -0.3
1,-0.131436501,0,-0.0876163,0,0,0,0,0
2,-0.012686198,0.3443492,-0.0565576,0.0000245,0,0,0,0
3,0.322905786,0,0.3416844,0,1,0,1,0
4,0.054797593,0.0000436,-0.061914,0.0000039,0,0,0,0
5,0.089640352,0,0.1195665,0,0,0,0,0
6,0.273803029,0,0.3739879,0,0,0,1,0
7,0.26986962,0,0.3256514,0,0,0,1,0
8,-0.078674981,0,-0.0219699,0.1014785,0,0,0,0
9,-0.123117968,0,-0.0380436,0.0045595,0,0,0,0
10,0.361329407,0,0.3276155,0,1,0,1,0
11,-0.066846548,0.0000006,-0.1046213,0,0,0,0,0
12,-0.27967559,0,-0.1854595,0,0,0,0,0
13,-0.272302835,0,-0.1193153,0,0,0,0,0
14,0.189599514,0,0.1977305,0,0,0,0,0
15,0.206767101,0,0.2565087,0,0,0,0,0
16,0.348275157,0,0.3285127,0,1,0,1,0
17,0.057716157,0.0000167,0.1034132,0,0,0,0,0
18,0.275396129,0,0.382629,0,0,0,1,0
19,0.344628971,0,0.4465967,0,1,0,1,0
20,0.479072263,0,0.4042396,0,1,0,1,0
21,-0.09757654,0,-0.1526437,0,0,0,0,0
22,-0.513043425,0,-0.4777644,0,0,1,0,1
23,-0.180824144,0,0.0234428,0.0805411,0,0,0,0
24,0.339194373,0,0.2930694,0,1,0,0,0
25,-0.026366169,0.0493506,-0.0199076,0.1378186,0,0,0,0
26,1.60E-05,0.9990478,0.0177103,0.1867861,0,0,0,0
27,-0.219780895,0,-0.1931507,0,0,0,0,0
28,-0.410975458,0,-0.3387335,0,0,1,0,1
29,0.01733512,0.1962968,0.0825466,0,0,0,0,0
30,0.385358858,0,0.3487847,0,1,0,1,0
31,-0.49267692,0,-0.4289447,0,0,1,0,1
32,-0.010142795,0.4496402,0.0074744,0.577452,0,0,0,0
33,0.413831417,0,0.4061329,0,1,0,1,0
34,0.354041752,0,0.2970842,0,1,0,0,0
35,0.386539004,0,0.4388546,0,1,0,1,0
36,-0.342015044,0,-0.3416574,0,0,1,0,1
37,-0.375350086,0,-0.3631033,0,0,1,0,1
38,-0.311408161,0,-0.3049295,0,0,1,0,1
39,0.198371158,0,0.1671974,0,0,0,0,0
40,-0.347211826,0,-0.2537732,0,0,1,0,0
41,0.052936187,0.0000787,0.1278477,0,0,0,0,0
42,-0.10240014,0,-0.0880739,0,0,0,0,0
43,-0.016936664,0.2067802,-0.0148653,0.2678394,0,0,0,0
44,0.282618193,0,0.2608037,0,0,0,0,0
45,0.279801033,0,0.2220062,0,0,0,0,0
46,0.085519943,0,0.1099964,0,0,0,0,0
47,-0.178763722,0,-0.1076593,0,0,0,0,0
48,0.300078601,0,0.2553033,0,1,0,0,0
49,0.114155288,0,0.1236127,0,0,0,0,0
50,0.098010406,0,0.1448937,0,0,0,0,0
51,0.398598182,0,0.3340797,0,1,0,1,0
52,-0.007584369,0.5718624,-0.0083657,0.5329223,0,0,0,0
53,-0.000877315,0.9478628,0.0043398,0.7463371,0,0,0,0
54,-0.557739735,0,-0.5021856,0,0,1,0,1
55,-0.176680354,0,-0.1577291,0,0,0,0,0
56,-0.052395603,0.0000931,-0.0443002,0.0009547,0,0,0,0
57,0.252450114,0,0.2766648,0,0,0,0,0
58,-0.427277044,0,-0.3926724,0,0,1,0,1
59,-0.196897086,0,-0.1748289,0,0,0,0,0
60,0.202741051,0,0.219454,0,0,0,0,0
61,-0.476344562,0,-0.4176063,0,0,1,0,1
62,0.021283946,0.112607,-0.035514,0.0080998,0,0,0,0
63,-0.164066441,0,-0.1507765,0,0,0,0,0
64,-0.025034157,0.0620107,-0.0374407,0.0052443,0,0,0,0
65,-0.008743088,0.5146073,-0.014019,0.2960428,0,0,0,0
66,0.3852579,0,0.3281696,0,1,0,1,0
67,0.139070185,0,-0.0833924,0,0,0,0,0
68,-0.50404509,0,-0.4456331,0,0,1,0,1
69,-0.24727503,0,-0.2220795,0,0,0,0,0
70,-0.49347501,0,-0.4503895,0,0,1,0,1
71,-0.19287398,0,-0.1674897,0,0,0,0,0
72,-0.496222353,0,-0.5099953,0,0,1,0,1
73,-0.4196127,0,-0.418705,0,0,1,0,1
74,0.135003672,0,0.1605668,0,0,0,0,0
75,-0.448906015,0,-0.3943637,0,0,1,0,1
76,-0.261221414,0,-0.1945681,0,0,0,0,0
77,0.351162279,0,0.3332951,0,1,0,1,0
78,0.103435835,0,0.1156325,0,0,0,0,0
79,-0.319991243,0,-0.2654129,0,0,1,0,0
80,0.512635517,0,0.4713871,0,1,0,1,0
81,-0.327273643,0,-0.3559792,0,0,1,0,1
82,-0.148898987,0,-0.1275841,0,0,0,0,0
83,0.497143618,0,0.4276333,0,1,0,1,0
84,0.008688879,0.5172179,-0.0516562,0.0001168,0,0,0,0
85,0.132555003,0,0.0837069,0,0,0,0,0
86,0.04472057,0.0008532,0.0209847,0.1177531,0,0,0,0
87,0.010098155,0.4516378,0.0097875,0.4656755,0,0,0,0
88,-0.09356228,0,-0.090805,0,0,0,0,0
89,-0.024197453,0.0712585,-0.0793536,0,0,0,0,0
90,0.022135764,0.0989232,0.0449987,0.0007917,0,0,0,0
91,-0.042286092,0.0016148,-0.0314364,0.0190936,0,0,0,0
92,-0.175802745,0,-0.1069802,0,0,0,0,0
93,0.18666081,0,0.1962771,0,0,0,0,0
94,-0.121275684,0,-0.1194429,0,0,0,0,0
95,0.271373385,0,0.2621693,0,0,0,0,0
96,-0.314134315,0,-0.3117706,0,0,1,0,1
97,-0.182562176,0,-0.1814041,0,0,0,0,0
98,-0.115157597,0,-0.1193278,0,0,0,0,0
99,-0.149533027,0,-0.1275378,0,0,0,0,0
100,-0.082980919,0,-0.0696713,0.0000002,0,0,0,0
101,0.014754471,0.2714246,0.0376828,0.0049589,0,0,0,0
102,0.250268376,0,0.1878137,0,0,0,0,0
103,0.046079123,0.0005896,0.0796928,0,0,0,0,0
104,-0.035166252,0.0087432,-0.0450979,0.0007707,0,0,0,0
105,-0.056559891,0.0000245,0.0367042,0.0062063,0,0,0,0
106,-0.389027354,0,-0.3064808,0,0,1,0,1
107,0.443724268,0,0.4006154,0,1,0,1,0
108,0.038709378,0.0038981,0.0545492,0.0000472,0,0,0,0
109,-0.054481688,0.0000483,-0.0850727,0,0,0,0,0
110,0.04732861,0.0004161,0.0421986,0.0016513,0,0,0,0
111,0.127010999,0,0.2357352,0,0,0,0,0
112,0.085045325,0,0.1072304,0,0,0,0,0
113,0.046912813,0.0004677,-0.0020213,0.8802437,0,0,0,0
114,-0.414083655,0,-0.3460682,0,0,1,0,1
115,-0.22815139,0,-0.2269338,0,0,0,0,0
116,-0.320811951,0,-0.3014093,0,0,1,0,1
117,0.188620438,0,0.2209331,0,0,0,0,0
118,-0.298303935,0,-0.246771,0,0,0,0,0
119,-0.108153723,0,-0.0990043,0,0,0,0,0
120,-0.328340746,0,-0.3268707,0,0,1,0,1
121,0.013036318,0.3311967,0.0235351,0.0793551,0,0,0,0
122,0.000166971,0.9900704,-0.0031002,0.8172595,0,0,0,0
123,-0.310064419,0,-0.2975247,0,0,1,0,0
124,-0.015752575,0.2403171,-0.0075058,0.5758515,0,0,0,0
125,0.390873549,0,0.3594317,0,1,0,1,0
126,0.265496434,0,0.266632,0,0,0,0,0
127,0.174846549,0,0.0949151,0,0,0,0,0
128,0.414161163,0,0.3965041,0,1,0,1,0
129,-0.570975301,0,-0.4960056,0,0,1,0,1
130,-0.015161305,0.2584272,-0.0108092,0.4204209,0,0,0,0
131,-0.001907722,0.8869278,-0.0030848,0.8181486,0,0,0,0
132,-0.152851121,0,-0.1372004,0,0,0,0,0
133,0.220757787,0,0.1777461,0,0,0,0,0
134,0.42760051,0,0.4004636,0,1,0,1,0
135,0.127025766,0,0.1821438,0,0,0,0,0
136,0.133178536,0,0.147009,0,0,0,0,0
137,0.165322859,0,0.180445,0,0,0,0,0
138,0.558377195,0,0.5299437,0,1,0,1,0
139,-0.622384518,0,-0.5491376,0,0,1,0,1
140,-0.116819924,0,-0.0952029,0,0,0,0,0
141,0.080833172,0,0.1070905,0,0,0,0,0
142,0.077030986,0,0.1235224,0,0,0,0,0
143,-0.33419974,0,-0.2774899,0,0,1,0,0
144,0.038786633,0.0038273,0.0593332,0.0000096,0,0,0,0
145,0.118878945,0,0.081197,0,0,0,0,0
146,-0.469896712,0,-0.3388972,0,0,1,0,1
147,-0.505787833,0,-0.4558722,0,0,1,0,1
148,-0.343165527,0,-0.2810678,0,0,1,0,0
149,-0.140350846,0,-0.0041567,0.7566958,0,0,0,0
150,0.508510738,0,0.4069121,0,1,0,1,0
151,0.328600115,0,0.2903458,0,1,0,0,0
152,-0.29457273,0,-0.2966342,0,0,0,0,0
153,-0.006882385,0.607961,-0.0098514,0.4627705,0,0,0,0
154,0.383656985,0,0.2653596,0,1,0,0,0
155,0.027343337,0.0415077,-0.0411659,0.0021434,0,0,0,0
156,0.426716912,0,0.3626774,0,1,0,1,0
157,0.004989915,0.7099474,0.0058754,0.6614382,0,0,0,0
158,0.081205964,0,0.0920628,0,0,0,0,0
159,-0.003085428,0.8181123,-0.0067019,0.6174034,0,0,0,0
160,0.099713904,0,0.1067493,0,0,0,0,0
161,-0.072538024,0.0000001,-0.0573501,0.0000188,0,0,0,0
162,-0.009147383,0.495355,-0.0047637,0.7225421,0,0,0,0
163,-0.084959253,0,-0.0734613,0,0,0,0,0
164,0.438288478,0,0.3827395,0,1,0,1,0
165,-0.078697,0,-0.0701856,0.0000002,0,0,0,0
166,0.030639088,0.0223582,0.0295298,0.0277012,0,0,0,0
167,-0.116828581,0,-0.0939466,0,0,0,0,0
168,-0.453978316,0,-0.3784621,0,0,1,0,1
169,-0.164400475,0,-0.1447139,0,0,0,0,0
170,-0.032456729,0.0155287,-0.0248532,0.0639214,0,0,0,0
171,-0.092367883,0,-0.0827688,0,0,0,0,0
172,-0.117029782,0,-0.102122,0,0,0,0,0
173,-0.112656125,0,-0.0991482,0,0,0,0,0
174,0.008068565,0.5475722,0.0059518,0.6573162,0,0,0,0
175,-0.165495543,0,-0.1431378,0,0,0,0,0
176,0.468082682,0,0.4191581,0,1,0,1,0
177,0.039856254,0.0029599,-0.1685444,0,0,0,0,0
178,-0.152222646,0,-0.1387234,0,0,0,0,0
179,-0.053119441,0.0000743,0.0149405,0.2654276,0,0,0,0
180,-0.236634521,0,-0.2337901,0,0,0,0,0
181,0.201853885,0,0.2144484,0,0,0,0,0
182,0.037266223,0.0054592,0.0702378,0.0000002,0,0,0,0
183,0.2131107,0,0.1890604,0,0,0,0,0
184,-0.038043387,0.0045597,-0.049492,0.0002232,0,0,0,0
185,-0.194052768,0,-0.1779711,0,0,0,0,0
186,-0.158314898,0,-0.131249,0,0,0,0,0
187,-0.010521826,0.4328826,-0.0315848,0.0185344,0,0,0,0
188,0.127413616,0,0.1438068,0,0,0,0,0
189,0.032616276,0.0150278,0.0945369,0,0,0,0,0
190,-0.267086624,0,-0.20242,0,0,0,0,0
191,-0.315171497,0,-0.3116596,0,0,1,0,1
192,-0.339478166,0,-0.3307181,0,0,1,0,1
193,-0.50415201,0,-0.4412967,0,0,1,0,1
194,-0.522088729,0,-0.4222859,0,0,1,0,1
195,-0.056826417,0.0000225,-0.046915,0.0004674,0,0,0,0
196,-0.007182527,0.5924022,-0.0083938,0.5315499,0,0,0,0
197,0.340175226,0,0.2933337,0,1,0,0,0
198,0.264786494,0,0.229774,0,0,0,0,0
199,-0.430197995,0,-0.4039173,0,0,1,0,1
200,-0.107737398,0,-0.0895389,0,0,0,0,0
201,0.275291276,0,0.2357222,0,0,0,0,0
202,-0.111365586,0,-0.0999094,0,0,0,0,0
203,0.433519278,0,0.3599239,0,1,0,1,0
204,0.286259663,0,0.2514177,0,0,0,0,0
205,-0.10284578,0,-0.0953344,0,0,0,0,0
206,0.204075216,0,0.1904979,0,0,0,0,0
207,-0.112853316,0,-0.1192207,0,0,0,0,0
208,-0.222541332,0,-0.2804372,0,0,0,0,0
209,-0.029842426,0.0260942,-0.0232618,0.0829083,0,0,0,0
210,0.41734248,0,0.3532814,0,1,0,1,0
211,0.172478992,0,0.2122108,0,0,0,0,0
212,0.210691273,0,0.198863,0,0,0,0,0
213,0.502717181,0,0.428023,0,1,0,1,0
214,-0.280170845,0,-0.2396939,0,0,0,0,0
215,-0.319294119,0,-0.3189317,0,0,1,0,1
216,0.361062114,0,0.3100693,0,1,0,1,0
217,0.005803188,0.6653449,0.0096477,0.4720709,0,0,0,0
218,-0.016355142,0.2228003,-0.0215583,0.1080454,0,0,0,0
219,0.199110579,0,0.2183782,0,0,0,0,0
220,0.164577601,0,0.131865,0,0,0,0,0
221,0.033991779,0.0112667,-0.0290183,0.0305149,0,0,0,0
222,-0.281668751,0,-0.2230641,0,0,0,0,0
223,-0.100399512,0,-0.083496,0,0,0,0,0
224,-0.286671451,0,-0.2896262,0,0,0,0,0
225,-0.161885838,0,-0.128537,0,0,0,0,0
226,-0.078571517,0,-0.0516944,0.0001154,0,0,0,0
227,0.40641382,0,0.352562,0,1,0,1,0
228,-0.159087025,0,-0.1035638,0,0,0,0,0
229,-0.263811355,0,-0.238945,0,0,0,0,0
230,0.536983689,0,0.4769263,0,1,0,1,0
231,0.240571243,0,0.1796141,0,0,0,0,0
232,-0.021338576,0.1116868,-0.0012469,0.9259508,0,0,0,0
233,0.159851768,0,0.177894,0,0,0,0,0
234,0.204533418,0,0.1854923,0,0,0,0,0
235,-0.198515687,0,-0.1905256,0,0,0,0,0
236,-0.106459267,0,-0.1874152,0,0,0,0,0
237,-0.112120924,0,-0.0739578,0,0,0,0,0
238,-0.242258978,0,-0.197346,0,0,0,0,0
239,0.052591462,0.0000876,0.0605657,0.0000062,0,0,0,0
240,-0.009386403,0.4841565,-0.0238062,0.0759556,0,0,0,0
241,-0.389351776,0,-0.3435064,0,0,1,0,1
242,-0.0169757,0.2057356,-0.0172742,0.197875,0,0,0,0
243,0.013198735,0.3252072,0.0049576,0.7117395,0,0,0,0
244,-0.071159572,0.0000001,-0.0558967,0.0000305,0,0,0,0
245,-0.086739149,0,-0.0717107,0.0000001,0,0,0,0
246,0.134819618,0,0.1367197,0,0,0,0,0
247,-0.037380606,0.0053175,-0.0311864,0.0200691,0,0,0,0
248,0.217950757,0,0.1720852,0,0,0,0,0
249,-0.303147865,0,-0.303652,0,0,1,0,1
250,-0.075373133,0,-0.0636209,0.0000021,0,0,0,0
251,-0.274122367,0,-0.2810966,0,0,0,0,0
252,0.187774961,0,0.202724,0,0,0,0,0
253,-0.440527043,0,-0.3650359,0,0,1,0,1
254,-0.055266123,0.0000375,-0.0502282,0.0001796,0,0,0,0
255,-0.132637813,0,-0.1231067,0,0,0,0,0
256,-0.082287195,0,-0.0708254,0.0000001,0,0,0,0
257,0.186177706,0,0.211386,0,0,0,0,0
258,-0.273993624,0,-0.2727295,0,0,0,0,0
259,-0.450821867,0,-0.3780635,0,0,1,0,1
260,0.202151108,0,0.2180368,0,0,0,0,0
261,0.050271879,0.0001773,0.0563559,0.0000262,0,0,0,0
262,-0.089081039,0,-0.0867871,0,0,0,0,0
263,-0.189575591,0,-0.1867,0,0,0,0,0
264,0.037829009,0.0047933,-0.0611546,0.0000051,0,0,0,0
265,-0.228382957,0,-0.2149021,0,0,0,0,0
266,-0.032973932,0.0139562,-0.0235241,0.0794959,0,0,0,0
267,-0.133939493,0,-0.2157712,0,0,0,0,0
268,-0.333269572,0,-0.2832773,0,0,1,0,0
269,0.299216596,0,0.3156874,0,0,0,1,0
270,0.143011663,0,0.2511325,0,0,0,0,0
271,-0.286453166,0,-0.2968382,0,0,0,0,0
272,-0.212271741,0,-0.1499862,0,0,0,0,0
273,0.134718148,0,0.0712428,0.0000001,0,0,0,0
274,-0.31961096,0,-0.2885991,0,0,1,0,0
275,-0.0342234,0.0107231,-0.0081286,0.5445942,0,0,0,0
276,-0.412979444,0,-0.3080356,0,0,1,0,1
277,-0.160269637,0,-0.1192104,0,0,0,0,0
278,-0.029924888,0.0256839,-0.0807089,0,0,0,0,0
279,-0.190957814,0,-0.1630959,0,0,0,0,0
280,0.207678761,0,0.1278245,0,0,0,0,0
281,-0.278511277,0,-0.2146793,0,0,0,0,0
282,0.141426281,0,0.2329311,0,0,0,0,0
283,-0.058333027,0.0000135,-0.0402448,0.0026921,0,0,0,0
284,-0.021994449,0.1010968,-0.0241561,0.0717439,0,0,0,0
285,-0.473599852,0,-0.4558045,0,0,1,0,1
286,-0.480711674,0,-0.4023085,0,0,1,0,1
287,0.280967568,0,0.2782406,0,0,0,0,0
288,-0.338413684,0,-0.3311432,0,0,1,0,1
289,0.451932286,0,0.3521879,0,1,0,1,0
290,0.215294514,0,0.1972875,0,0,0,0,0
291,0.402733484,0,0.3609222,0,1,0,1,0
292,-0.210078108,0,-0.1123007,0,0,0,0,0
293,-0.114580179,0,-0.0972311,0,0,0,0,0
294,-0.245184602,0,-0.2792619,0,0,0,0,0
295,0.337831486,0,0.2890977,0,1,0,0,0
296,-0.108971738,0,-0.0633007,0.0000023,0,0,0,0
297,-0.051868077,0.0001095,-0.037014,0.0057838,0,0,0,0
298,-0.06555902,0.000001,-0.000441,0.9737757,0,0,0,0
299,-0.399096097,0,-0.3134886,0,0,1,0,1
300,-0.300861066,0,-0.2583023,0,0,1,0,0
301,0.163939767,0,0.1943079,0,0,0,0,0
302,0.313785729,0,0.2711652,0,1,0,0,0
303,-0.194250102,0,-0.1139862,0,0,0,0,0
304,-0.19822659,0,-0.1372475,0,0,0,0,0
305,-0.064768427,0.0000013,-0.0540359,0.0000557,0,0,0,0
306,0.005738748,0.6688387,0.001065,0.9367284,0,0,0,0
307,-0.089457522,0,-0.0761804,0,0,0,0,0
308,0.064842948,0.0000013,0.1055932,0,0,0,0,0
309,-0.199736754,0,-0.1512389,0,0,0,0,0
310,0.019456831,0.1469591,0.025639,0.0559635,0,0,0,0
311,0.323477175,0,0.2840117,0,1,0,0,0
312,-0.044617527,0.0008771,-0.0431017,0.0013086,0,0,0,0
313,0.018321399,0.1720318,0.0055189,0.6808119,0,0,0,0
314,-0.277942984,0,-0.2050945,0,0,0,0,0
315,0.14822426,0,0.1694104,0,0,0,0,0
316,0.385364763,0,0.3347518,0,1,0,1,0
317,-0.084147186,0,-0.0767466,0,0,0,0,0
318,-0.359756305,0,-0.3322646,0,0,1,0,1
319,-0.06516198,0.0000012,-0.0510504,0.0001404,0,0,0,0
320,-0.258571601,0,-0.2089851,0,0,0,0,0
321,0.369789718,0,0.3227157,0,1,0,1,0
322,-0.592922348,0,-0.5458176,0,0,1,0,1
323,0.15446504,0,0.179103,0,0,0,0,0
324,0.381913298,0,0.3525823,0,1,0,1,0
325,0.325461876,0,0.286737,0,1,0,0,0
326,-0.500781991,0,-0.489771,0,0,1,0,1
327,-0.054226086,0.0000524,-0.0643713,0.0000016,0,0,0,0
328,-0.025134778,0.0609687,-0.0307486,0.0218826,0,0,0,0
329,-0.471767403,0,-0.3910731,0,0,1,0,1
330,-0.25015245,0,-0.1745646,0,0,0,0,0
331,-0.25838229,0,-0.2497557,0,0,0,0,0
332,0.223851063,0,0.2340805,0,0,0,0,0
333,0.300306219,0,0.278662,0,1,0,0,0
334,-0.140928229,0,-0.1183863,0,0,0,0,0
335,0.224413404,0,0.1999234,0,0,0,0,0
336,0.498740537,0,0.4844075,0,1,0,1,0
337,-0.033809008,0.0117127,-0.0268206,0.0455609,0,0,0,0
338,-0.309863456,0,-0.2671973,0,0,1,0,0
339,-0.290427633,0,-0.2947101,0,0,0,0,0
340,0.073670714,0,0.0683949,0.0000003,0,0,0,0
341,-0.084022117,0,-0.0733704,0,0,0,0,0
342,0.118576144,0,0.0771304,0,0,0,0,0
343,-0.47339809,0,-0.4108725,0,0,1,0,1
344,-0.30565812,0,-0.3037618,0,0,1,0,1
345,-0.43518195,0,-0.3679761,0,0,1,0,1
346,0.296486876,0,0.2710477,0,0,0,0,0
347,-0.118884336,0,-0.0965779,0,0,0,0,0
348,0.31853253,0,0.2804745,0,1,0,0,0
349,-0.106021337,0,-0.089245,0,0,0,0,0
350,-0.008135769,0.5442416,-0.0089141,0.5064165,0,0,0,0
351,-0.067133388,0.0000005,-0.0689889,0.0000003,0,0,0,0
352,0.094436217,0,0.1698007,0,0,0,0,0
353,-0.199328047,0,-0.2785702,0,0,0,0,0
354,-0.021966199,0.1015358,-0.0240785,0.072661,0,0,0,0
355,-0.193203199,0,-0.171484,0,0,0,0,0
356,0.137780378,0,0.1552906,0,0,0,0,0
357,0.521042781,0,0.4524014,0,1,0,1,0
358,-0.451897473,0,-0.3833827,0,0,1,0,1
359,-0.280389482,0,-0.226056,0,0,0,0,0
360,0.234538133,0,0.2399628,0,0,0,0,0
361,0.172666284,0,0.1742509,0,0,0,0,0
362,-0.500683502,0,-0.391408,0,0,1,0,1
363,-0.06497856,0.0000012,-0.053004,0.000077,0,0,0,0
364,0.381698438,0,0.3339327,0,1,0,1,0
365,-0.218659466,0,-0.2173831,0,0,0,0,0
366,-0.225084887,0,-0.1640106,0,0,0,0,0
367,-0.17004033,0,-0.2065534,0,0,0,0,0
368,-0.073361753,0,0.142662,0,0,0,0,0
369,0.413893888,0,0.3442873,0,1,0,1,0
370,-0.461336013,0,-0.3157645,0,0,1,0,1
371,0.3618176,0,0.3242089,0,1,0,1,0
372,-0.012519686,0.3507197,-0.0193798,0.1485666,0,0,0,0
373,-0.044012279,0.0010305,-0.0434436,0.0011969,0,0,0,0
374,-0.216788975,0,-0.2477074,0,0,0,0,0
375,0.260276972,0,0.2964077,0,0,0,0,0
376,-0.055529325,0.0000344,-0.0379797,0.004628,0,0,0,0
377,-0.048576181,0.0002915,-0.0107252,0.4240407,0,0,0,0
378,0.296428537,0,0.2429116,0,0,0,0,0
379,0.057346997,0.0000189,0.0815452,0,0,0,0,0
380,-0.209317556,0,-0.1538323,0,0,0,0,0
381,-0.088219285,0,-0.1076724,0,0,0,0,0
382,-0.539266066,0,-0.5251835,0,0,1,0,1
383,-0.185261481,0,-0.1067864,0,0,0,0,0
384,0.355172036,0,0.3284726,0,1,0,1,0
385,-0.039851282,0.0029634,-0.0359112,0.0074171,0,0,0,0
386,0.526145679,0,0.5394764,0,1,0,1,0
387,0.392392557,0,0.3206934,0,1,0,1,0
388,0.356910049,0,0.3373878,0,1,0,1,0
389,0.029016242,0.0305268,0.0735959,0,0,0,0,0
390,-0.306284399,0,-0.3053465,0,0,1,0,1
391,-0.176390912,0,-0.2279863,0,0,0,0,0
392,-0.23094244,0,-0.1314917,0,0,0,0,0
393,0.241195301,0,0.2017191,0,0,0,0,0
394,-0.029274055,0.0290788,-0.0446635,0.0008664,0,0,0,0
395,-0.185735072,0,-0.1369234,0,0,0,0,0
396,-0.038442408,0.004152,0.0184592,0.1688292,0,0,0,0
397,-0.026079407,0.0518755,0.0451161,0.000767,0,0,0,0
398,-0.097293703,0,-0.0918209,0,0,0,0,0
399,0.110659049,0,0.0994778,0,0,0,0,0
400,-0.275196813,0,-0.2327349,0,0,0,0,0
401,-0.358981632,0,-0.2767153,0,0,1,0,0
402,-0.237327669,0,-0.1232357,0,0,0,0,0
403,0.149942518,0,0.1782263,0,0,0,0,0
404,0.481205427,0,0.4925374,0,1,0,1,0
405,-0.057743226,0.0000165,-0.0421059,0.0016908,0,0,0,0
406,0.388648604,0,0.3706961,0,1,0,1,0
407,-0.126980804,0,-0.1013747,0,0,0,0,0
408,0.453711435,0,0.4753457,0,1,0,1,0
409,-0.331076918,0,-0.3362669,0,0,1,0,1
410,-0.351492793,0,-0.2765511,0,0,1,0,0
411,0.332161935,0,0.2914763,0,1,0,0,0
412,0.257718141,0,0.2630642,0,0,0,0,0
413,0.121415577,0,-0.0436356,0.0011382,0,0,0,0
414,0.373092753,0,0.3736401,0,1,0,1,0
415,-0.277837424,0,-0.2826877,0,0,0,0,0
416,0.003628664,0.7868032,0.0085602,0.5234405,0,0,0,0
417,0.487245295,0,0.4096128,0,1,0,1,0
418,0.333720693,0,0.2972032,0,1,0,0,0
419,-0.027955404,0.0371538,-0.0078062,0.5606693,0,0,0,0
420,-0.046558309,0.0005164,-0.0369036,0.0059313,0,0,0,0
421,-0.131150431,0,-0.1127093,0,0,0,0,0
422,0.060640156,0.0000061,0.0667545,0.0000006,0,0,0,0
423,0.379924185,0,0.3183416,0,1,0,1,0
424,-0.032161745,0.0164937,-0.0245912,0.0667743,0,0,0,0
425,-0.043038487,0.0013303,-0.0336307,0.012163,0,0,0,0
426,-0.022127674,0.0990466,-0.0188726,0.1594873,0,0,0,0
427,0.040347492,0.0026251,0.0394644,0.0032543,0,0,0,0
428,0.128481206,0,0.1604227,0,0,0,0,0
429,-0.128274471,0,-0.1139215,0,0,0,0,0
430,0.016465441,0.2196954,0.0348297,0.009409,0,0,0,0
431,-0.004786966,0.7212418,0.0031563,0.8140108,0,0,0,0
432,0.044686917,0.000861,0.0398995,0.0029289,0,0,0,0
433,0.08004553,0,0.0962658,0,0,0,0,0
434,0.173443301,0,0.1923851,0,0,0,0,0
435,0.391947214,0,0.3317185,0,1,0,1,0
436,0.021854241,0.1032907,0.0262799,0.0500988,0,0,0,0
437,0.162223584,0,0.1823812,0,0,0,0,0
438,0.018739418,0.1624528,0.0195582,0.1448634,0,0,0,0
439,-0.159768425,0,-0.1600767,0,0,0,0,0
440,-0.102009316,0,-0.1538102,0,0,0,0,0
441,-0.019174795,0.1529097,-0.0219072,0.102457,0,0,0,0
442,0.001937196,0.8851929,-0.0014763,0.9123778,0,0,0,0
443,-0.002608523,0.8458414,-0.0055406,0.6796245,0,0,0,0
444,-0.047959385,0.0003479,-0.0742008,0,0,0,0,0
445,-0.025251385,0.0597793,-0.0391707,0.0034922,0,0,0,0
446,0.002732937,0.8385876,0.0032305,0.8097223,0,0,0,0
447,0.003455844,0.7967289,0.0033079,0.805254,0,0,0,0
448,0.000562781,0.9665409,-0.000809,0.9519153,0,0,0,0
449,-0.023644165,0.0779731,-0.0266257,0.0471555,0,0,0,0
450,-0.02248991,0.0936398,-0.0356966,0.0077793,0,0,0,0
451,0.004739036,0.7239182,0.0054475,0.6847167,0,0,0,0
452,-0.003369411,0.8017055,-0.0090967,0.4977488,0,0,0,0
453,0.004860253,0.7171561,-0.0215469,0.108233,0,0,0,0
454,-0.010882426,0.4172806,-0.0148582,0.2680689,0,0,0,0
455,0.018847233,0.1600488,0.0185867,0.1659037,0,0,0,0
456,-0.017582693,0.1899823,-0.0162489,0.2258207,0,0,0,0
457,-0.001505218,0.9106713,-0.0031972,0.8116472,0,0,0,0
458,-0.093254318,0,-0.1448158,0,0,0,0,0
459,-0.011171916,0.4049985,-0.0163454,0.2230764,0,0,0,0
460,-0.351117619,0,-0.2738203,0,0,1,0,0
461,-0.479525174,0,-0.4135741,0,0,1,0,1
462,-0.04729486,0.0004201,-0.0292976,0.0289498,0,0,0,0
463,-0.291084749,0,-0.2619169,0,0,0,0,0
464,-0.105506362,0,-0.0989955,0,0,0,0,0
465,0.140380427,0,0.1402615,0,0,0,0,0
466,0.25886388,0,0.1960468,0,0,0,0,0
467,-0.238820984,0,-0.2385167,0,0,0,0,0
468,-0.348350745,0,-0.3041153,0,0,1,0,1
469,-0.456962404,0,-0.4308384,0,0,1,0,1
470,0.003671589,0.7843431,0.0434577,0.0011925,0,0,0,0
471,-0.060218813,0.000007,-0.062491,0.0000031,0,0,0,0
472,0.334389805,0,0.2822952,0,1,0,0,0
473,-0.182586465,0,-0.160091,0,0,0,0,0
474,0.190354999,0,0.217913,0,0,0,0,0
475,-0.115161261,0,-0.1686651,0,0,0,0,0
476,-0.535866038,0,-0.5076756,0,0,1,0,1
